Fecha ingreso,Semana,Sustrato,Proveedor,Observaciones,Transportista,Cantidad sustrato,Lugar de descarga,N° remito,Patente,ST (%) Análisis Planta,Responsable,Columna1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2024-10-03,40,Lactosa,Remotti S.A.,,Federico Fogliatto,27960.0,Buffer,833,FEJ852/LJH045,0.1348,Leonardo,,,,,
2024-10-04,40,Lactosa,Remotti S.A.,,Federico Fogliatto,28080.0,Buffer,835,JXJ611/HFN3116,0.1333,Gustavo,,,,,
2024-10-04,40,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5380.0,Buffer,836,WTG 975,0.722,Leonardo,,,,,
2024-10-05,40,Lactosa,Remotti S.A.,,Federico Fogliatto,28830.0,Buffer,837,JXJ611/HFN346,0.1323,Gustavo,,,,,
2024-10-06,41,Lactosa,Remotti S.A.,,Federico Fogliatto,27900.0,Buffer,838,JXJ611/HFN346,0.1307,Gustavo,,,,,
2024-10-07,41,Lactosa,Remotti S.A.,,Federico Fogliatto,25850.0,Buffer,839,jXJ611/HFN346,0.1233,Gustavo,,,,,
2024-10-07,41,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,15120.0,Playón,840,FEJ852/LJH045,0.3068,Cristián,,,,,
2024-10-08,41,Lactosa,Remotti S.A.,,Federico Fogliatto,30300.0,Buffer,841,jXJ611/HFN346,0.1346,Gustavo,,,,,
2024-10-08,41,Lactosa,Remotti S.A.,,Federico Fogliatto,28690.0,Buffer,842,AG001MB/JFD165,0.132,Cristián,,,,,
2024-10-08,41,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4800.0,buffer,843,WTG 975,0.6375,Leonardo,,,,,
2024-10-09,41,Lactosa,Remotti S.A.,,Federico Fogliatto,29180.0,Buffer,844,AG001MB/JFD165,0.1307,Gustavo,,,,,
2024-10-10,41,Lactosa,Remotti S.A.,,Federico Fogliatto,28360.0,Buffer,845,JXJ011/AFN396,0.1288,Agustin ,,,,,
2024-10-10,41,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,30180.0,Playón,846,FEJ852/LJH045,0.2384,Cristián,,,,,
2024-10-10,41,Lactosa,Remotti S.A.,,Federico Fogliatto,29110.0,Buffer,847,JXJ011/AFN396,0.1288,Cristián,,,,,
2024-10-11,41,Lactosa,Remotti S.A.,,Federico Fogliatto,28580.0,Buffer,848,JXJ011/AFN397,0.1291,Agustin ,,,,,
2024-10-12,41,Lactosa,Remotti S.A.,,Federico Fogliatto,28900.0,Buffer,849,jXJ611/HFN346,0.1194,Gustavo,,,,,
2024-10-13,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28300.0,Buffer,851,jXJ611/HFN346,0.1241,Agustin ,,,,,
2024-10-14,42,Lactosa,Remotti S.A.,,Federico Fogliatto,27950.0,buffer,852,HFN346/A66726Z,0.1261,Agustin ,,,,,
2024-10-14,42,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,13200.0,Playón,853,fEJ852/LJH045,0.4703,Gustavo,,,,,
2024-10-15,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28520.0,Buffer,854,AG672GZ/HFN346,0.122,Gustavo,,,,,
2024-10-16,42,Lactosa,Remotti S.A.,,Federico Fogliatto,29180.0,Buffer,855,aG672GZ/HFN346,0.1193,Gustavo,,,,,
2024-10-16,42,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4840.0,Buffer,856,WTG 975,0.4495,Gustavo,,,,,
2024-10-17,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28540.0,Buffer,857,AG672GZ/HFN346,0.127,Cristián,,,,,
2024-10-17,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28000.0,Buffer,858,AG672GZ/HFN347,0.1254,Leonardo,,,,,
2024-10-17,42,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,31320.0,Playón,859,fEJ852/AE310WL,0.2402,Agustin ,,,,,
2024-10-17,42,Barrido Cargil,Cargill S.A.C.I.,America,Transcereal S.A,14580.0,Playón,860,FBK151 / AD510FJ,0.7486,Agustin ,,,,,
2024-10-18,42,Expeller de girasol,Blessing aceitera de Granada,Granada,Transcereal S.A,19020.0,Playón,861,FBK151 / AD510FJ,0.6238,Leonardo,,,,,
2024-10-18,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28160.0,Buffer,862,JXJ011/AFN396,0.1225,Agustin ,,,,,
2024-10-18,42,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18220.0,Playón,863,fEJ852/AE310WL,0.2273,Agustin ,,,,,
2024-10-18,42,Expeller de girasol,Blessing aceitera de Granada,Granada,Transcereal S.A,22200.0,Playón,864,FBK151 / AD510FJ,0.6107,Agustin ,,,,,
2024-10-19,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28700.0,Buffer,865,JXJ011/AFN396,0.1176,Agustin ,,,,,
2024-10-20,43,Lactosa,Remotti S.A.,,Federico Fogliatto,28080.0,Buffer,866,JXJ011/AFN397,0.1251,Agustin ,,,,,
2024-10-21,43,Lactosa,Remotti S.A.,,Federico Fogliatto,27220.0,Buffer,867,JXJ011/AFN398,0.1271,Leonardo,,,,,
2024-10-21,43,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4500.0,Buffer,868,WTG 975,0.6961,Gustavo,,,,,
2024-10-22,43,Lactosa,Remotti S.A.,,Federico Fogliatto,29400.0,Buffer,869,JXJ011/JFD185,0.1277,Agustin ,,,,,
2024-10-22,43,Lactosa,Remotti S.A.,,Federico Fogliatto,29940.0,Buffer,870,A66726Z/HFN346,0.1242,Agustin ,,,,,
2024-10-25,43,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4660.0,Buffer,871,WTG 975,0.705,Leonardo,,,,,
2024-10-25,43,Lactosa,Remotti S.A.,,Federico Fogliatto,27800.0,Buffer,872,JXJ011/HFN346,0.1303,Agustin ,,,,,
2024-10-26,43,Lactosa,Remotti S.A.,,Federico Fogliatto,28360.0,Buffer,873,JXJ011/HFN346,0.1323,Cristián,,,,,
2024-10-27,44,Lactosa,Remotti S.A.,,Federico Fogliatto,26900.0,Buffer,874,JXJ011/HFN347,0.1367,Leonardo,,,,,
2024-10-28,44,Lactosa,Remotti S.A.,,Federico Fogliatto,27940.0,Buffer,875,A66726Z/HFN346,0.1259,Gustavo,,,,,
2024-10-28,44,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,25640.0,Playón,876,fEJ852/AE310WL,0.2795,Leonardo,,,,,
2024-10-28,44,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5260.0,Buffer,877,WTG 975,0.6797,Leonardo,,,,,
2024-10-29,44,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,16920.0,Playón,879,fEJ852/AE310WL,0.4235,Cristián,,,,,
2024-10-29,44,Lactosa,Remotti S.A.,,Federico Fogliatto,29880.0,Buffer,879,A66726Z/HFN346,0.1321,Cristián,,,,,
2024-10-30,44,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18880.0,Playón,882,fEJ852/AE310WL,0.2258,Cristián,,,,,
2024-10-29,44,Lactosa,Remotti S.A.,,Federico Fogliatto,29420.0,Buffer,880,A66726Z/HFN346,0.132,Cristián,,,,,
2024-10-30,44,Lactosa,Remotti S.A.,,Federico Fogliatto,28840.0,Buffer,881,a66726Z/HFN346,0.1286,Gustavo,,,,,
2024-10-30,44,Grasa,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,18900.0,Playón,883,fEJ852/AE310WL,0.7294,Agustin ,,,,,
2024-10-31,44,Lactosa,Remotti S.A.,,Federico Fogliatto,29500.0,Buffer,884,A66726Z/HFN346,0.1296,Gustavo,,,,,
2024-10-31,44,Lactosa,Remotti S.A.,,Federico Fogliatto,29380.0,Buffer,885,A66726Z/HFN346,0.1301,Cristián,,,,,
2024-11-01,44,Lactosa,Remotti S.A.,,Federico Fogliatto,29260.0,Buffer,886,A66726Z/HFN346,0.1288,Gustavo,,,,,
2024-11-01,44,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,27980.0,Playón,887,fEJ852/AE310WL,0.2727,Cristián,,,,,
2024-11-01,44,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,16640.0,Playón,888,FBK151 / AD510FS,0.7323,Cristián,,,,,
2024-11-01,44,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4620.0,Buffer,889,WTG 975,0.561,Cristián,,,,,
2024-11-02,44,Lactosa,Remotti S.A.,,Federico Fogliatto,28800.0,Buffer,890,AG672GZ/HFN346,0.1272,Gustavo,,,,,
2024-11-02,44,Lactosa,Remotti S.A.,,Federico Fogliatto,28168.0,Buffer,891,AG672GZ/HFN347,0.1291,Leonardo,,,,,
2024-11-05,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29060.0,Buffer,892,AG672GZ/HTN346,0.1276,Agustin ,,,,,
2024-11-05,45,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,14000.0,Playón,893,FEJ852/AE310WL,0.2695,Gustavo,,,,,
2024-11-05,45,Lactosa,Remotti S.A.,,Federico Fogliatto,28880.0,Buffer,894,AG672GZ/HFN346,0.1222,Gustavo,,,,,
2024-11-06,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29220.0,Buffer,895,AG672GZ/HFN346,0.1239,Gustavo,,,,,
2024-11-06,45,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4920.0,Buffer,896,WTG 975,0.4331,Gustavo,,,,,
2024-11-07,45,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,25140.0,Playón,897,FEJ852/AE310WL,0.2893,Gustavo,,,,,
2024-11-07,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29960.0,Buffer,898,AG672GZ/HFN346,0.1211,Gustavo,,,,,
2024-11-07,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29040.0,Buffer,899,AG6873/HNT346FF,0.1176,Cristián,,,,,
2024-11-08,45,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,14660.0,Playón,900,fEJ852/AE310WL,0.3097,Gustavo,,,,,
2024-11-08,45,Lactosa,Remotti S.A.,,Federico Fogliatto,28920.0,Buffer,901,A66726Z/HFN346,0.1174,Gustavo,,,,,
2024-11-09,45,Lactosa,Remotti S.A.,,Federico Fogliatto,28700.0,Buffer,902,AG672GZ/HFN346,0.1235,Gustavo,,,,,
2024-11-10,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28740.0,Buffer,903,AG672GZ/HTN346,0.1257,Agustin ,,,,,
2024-11-11,46,Lactosa,Remotti S.A.,,Federico Fogliatto,27380.0,Buffer,904,AG672GZ/HTN346,0.1201,Agustin ,,,,,
2024-11-11,46,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5280.0,Buffer,905,WTG 975,0.4079,Agustin ,,,,,
2024-11-12,46,Lactosa,Remotti S.A.,,Federico Fogliatto,29120.0,Buffer,906,AG672GZ/HTN346,0.122,Agustin ,,,,,
2024-11-12,46,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,21420.0,Playón,907,FEJ852/AE310WL,0.2035,Agustin ,,,,,
2024-11-12,46,Lactosa,Remotti S.A.,,Federico Fogliatto,29280.0,Buffer,908,AG672GZ/HNT346,0.1304,Agustin ,,,,,
2024-11-13,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28760.0,Buffer,909,AG672GZ/HNT346,0.1302,Agustin ,,,,,
2024-11-13,46,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,16560.0,Playón,910,FEJ852/AE310WL,0.254,Agustin ,,,,,
2024-11-14,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28660.0,Buffer,911,AG672GZ/HNT346,0.131,Agustin ,,,,,
2024-11-14,46,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5040.0,Buffer,912,WTG 975,0.6876,Agustin ,,,,,
2024-11-14,46,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,22540.0,Playón,913,AC611K6/AC55512, ,Agustin ,,,,,
2024-11-14,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28880.0,Buffer,914,AG672GZ/HNT346,0.1235,Agustin ,,,,,
2024-11-14,46,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,20860.0,Playón,915,AE314EA/AO516YW,0.827,Agustin ,,,,,
2024-11-15,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28080.0,Buffer,916,AG672GZ/HNT346,0.1201,Agustin ,,,,,
2024-11-15,46,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,23780.0,Playón,917,AC611K6/AC55512,0.6922,Agustin ,,,,,
2024-11-16,46,Lactosa,Remotti S.A.,,Federico Fogliatto,27680.0,Buffer,918,AG672GZ/HNT346,0.1336,Leonardo,,,,,
2024-11-16,46,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,26000.0,Playón,919,AC611K6/AC55512,0.5574,Leonardo,,,,,
2024-11-16,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28120.0,Buffer,920,AG672GZ/HNT346,0.125,Gustavo,,,,,
2024-11-18,47,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,20200.0,Playón,921,FEJ852/AE310WL,0.2804,Leonardo,,,,,
2024-11-18,47,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,34820.0,Playón,922,AA648ZM/AF070NV,0.657,Agustin ,0.6834,,,,
2024-11-19,47,Lactosa,Remotti S.A.,,Federico Fogliatto,27580.0,Buffer,923,AG672GZ/HNT346,0.1213,Leonardo,104220,,,,
2024-11-19,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,924,AG672GZ/HNT346,0.131,Agustin ,,,,,
2024-11-20,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28920.0,Buffer,925,AG672GZ/HNT346,0.1325,Leonardo,,,,,
2024-11-20,47,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5180.0,Buffer,926,WTG 975,0.4326,Leonardo,,,,,
2024-11-21,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28680.0,Buffer,927,AG672GZ/HNT346,0.1247,Gustavo,,,,,
2024-11-21,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28560.0,Buffer,928,AG672GZ/HNT347,0.1219,Leonardo,,,,,
2024-11-22,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,Buffer,929,AG672GZ/HNT348,0.1236,Cristián,,,,,
2024-11-22,47,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,20200.0,Playón,930,FEJ852/AE310WL,0.253,Agustin ,,,,,
2024-11-23,47,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,15480.0,Playón,931,FEJ852/AE310WL,0.3756,Cristián,,,,,
2024-11-23,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28400.0,Buffer,932,AG672GZ/HNT348,0.1225,Cristián,,,,,
2024-11-24,48,Lactosa,Remotti S.A.,,Federico Fogliatto,29400.0,Buffer,933,aG672GZ/HNT346,0.1205,Gustavo,,,,,
2024-11-26,48,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4580.0,Buffer,934,WTG 975,0.6649,Cristián,,,,,
2024-11-27,48,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,25660.0,Playón,935,FEJ852/AE310WL,0.4683,Cristian,,,,,
2024-11-27,48,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,14520.0,Playón,936,FBK151,0.8978,Cristian,,,,,
2024-11-29,48,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,17880.0,Playón,937,FEJ852/AE310WL,0.3278,Gustavo,,,,,
2024-11-30,48,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,5120.0,Buffer,938,WTG 975,0.7659,Gustavo,,,,,
2024-10-28,48,Descarte de Maiz,Maria Elena S.A.,,Maria Elena S.A.,1120.0,Playón,939,,,Gustavo,,,,,
2024-10-30,48,Descarte de Maiz,Maria Elena S.A.,,Maria Elena S.A.,600.0,Playón,940,,,Gustavo,,,,,
2024-11-05,48,Descarte de Maiz,Maria Elena S.A.,,Maria Elena S.A.,300.0,Playón,941,,,Gustavo,,,,,
2024-11-27,48,Descarte de Maiz,Maria Elena S.A.,,Maria Elena S.A.,700.0,Playón,942,,,Gustavo,,,,,
2024-11-29,48,Descarte de Maiz,Maria Elena S.A.,,Maria Elena S.A.,800.0,Playón,943,,,Gustavo,,,,,
2024-11-30,48,Descarte de Trigo,Maria Elena S.A.,,Maria Elena S.A.,1180.0,Playón,944,,,Gustavo,,,,,
2024-11-02,48,Descarte de Trigo,Maria Elena S.A.,,Maria Elena S.A.,2400.0,Playón,945,,,Gustavo,,,,,
2024-12-04,49,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,20660.0,Playón,946,FEJ852/AE310WL,0.3247,Agustin ,,,,,
2024-12-04,49,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4560.0,Buffer,947,WTG 975,0.7276,Agustin ,,,,,
2024-12-06,49,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,17300.0,Playón,948,fEJ852/AE310WL,0.4556,Gustavo,,,,,
2024-11-09,50,Descarte de Trigo,Maria Elena S.A.,,Maria Elena S.A.,7540.0,Playón,949,,,Lautaro,peso neto de 3 remitos juntos (semanas anteriores),,,,
2024-12-10,50,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4640.0,Buffer,950,WTG 975,0.5797,Lautaro,,,,,
2024-12-11,50,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,Buffer,951,AG672GZ/HFN346,0.1278,Lautaro,,,,,
2024-12-11,50,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,28780.0,Playón,952,fEJ852/AE310WL,0.4556,Gustavo,,,,,
2024-12-12,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27680.0,Buffer,953,AG672GZ/HFN346,0.1312,Leonardo,,,,,
2024-12-12,50,Lactosa,Remotti S.A.,,Federico Fogliatto,28540.0,Buffer,954,AG672GZ/HFN346,0.1243,Lautaro,,,,,
2024-12-12,50,Descarte de Trigo,Maria Elena S.A.,,Maria Elena S.A.,2080.0,Playón,955,,0.9432,Lautaro,,,,,
2024-12-12,50,Descarte de Trigo,Maria Elena S.A.,,Maria Elena S.A.,2346.0,Playón,956,,0.8979,Lautaro,,,,,
2024-12-13,50,Lactosa,Remotti S.A.,,Federico Fogliatto,28580.0,Buffer,957,AG672GZ/HFN813,0.1218,Agustin ,,,,,
2024-12-13,50,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,8460.0,Playón,958,FBK151/AD510FJ,0.8864,Agustin ,,,,,
2024-12-13,50,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,14220.0,Playón,959,FEJ852/AE310WL,0.4923,Agustin ,,,,,
2024-12-13,50,Lactosa,Remotti S.A.,,Federico Fogliatto,28560.0,Buffer,960,AG672GZ/HFN346,0.1219,Leonardo,,,,,
2024-12-14,50,Goma Vegetal,América Pampa Agroind.,,mauro Traversaro,4920.0,Buffer,961,WTG 975,0.6467,Gustavo,,,,,
2024-12-15,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,Buffer,962,aG672GZ/HFN813,0.122,Gustavo,,,,,
2024-12-16,51,Lactosa,Remotti S.A.,,Federico Fogliatto,27920.0,Buffer,963,AG672GZ/HFN346,0.1219,Agustin ,,,,,
2024-12-17,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28420.0,Buffer,964,AG672GZ/HFN813,0.1236,Gustavo,,,,,
2024-12-17,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28460.0,Buffer,965,AG672GZ/HFN813,0.1253,Cristian Lautaro ,,,,,
2024-12-17,51,Goma Vegetal,América Pampa Agroind.,,Mauro Traversaro,4660.0,Buffer,966,WTG 975,0.6103,Cristian Lautaro ,,,,,
2024-12-17,51,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,7720.0,Playón,967,HGF625/JVA641,0.9055,Agustin ,,,,,
2024-12-17,51,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,25640.0,Playón,968,fEJ852/LJH045,0.4021,Cristian Lautaro ,,,,,
2024-12-19,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28000.0,Buffer,969,JXJ011/HFN347,0.1214,Leonardo,,,,,
2024-12-19,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28960.0,Buffer,970,AG672GZ/HFN813,0.125,Leonardo,,,,,
2024-12-19,51,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,murcia Mariana,21020.0,Playón,971,FEJ852/AE310WL,0.4135,Leonardo,,,,,
2024-12-20,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,972,AG672GZ/HFN813,0.122,Gustavo,,,,,
2024-12-21,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28590.0,Buffer,973,AG672GZ/HFN813,0.1237,Agustin ,,,,,
2024-12-21,51,Goma Vegetal,América Pampa Agroind.,,mauro Traversaro,4600.0,Buffer,974,WTG 975,0.6317,Cristian Lautaro ,,,,,
2024-12-22,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28920.0,Buffer,975,AG672GZ/HFN813,0.1272,Leonardo,,,,,
2024-12-23,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,976,AG672GZ/HFN813,0.1205,Agustin ,,,,,
2024-12-23,52,Barrido Cargil,Cargill S.A.C.I.,,Transcereal S.A,10580.0,Playón,977,AG672GZ/HFN813,0.889,Agustin ,,,,,
2024-12-24,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28420.0,Buffer,978,AG672GZ/HFN813,0.1227,Agustin ,,,,,
2024-12-24,52,Lactosa,Remotti S.A.,,Federico Fogliatto,27580.0,Buffer,979,JXJ011/GOF812,0.1245,Agustin ,,,,,
2024-12-24,52,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,30200.0,Playón,980,fEJ852/AE310WL,0.4398,Gustavo,,,,,
2024-12-25,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28740.0,Buffer,981,AG672GZ/HFN813,0.124,Cristian,,,,,
2024-12-25,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28240.0,Buffer,982,AG672GZ/HFN813,0.1221,Cristian,,,,,
2024-12-26,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,983,AG672GZ/HFN813,0.1223,Agustin ,,,,,
2024-12-27,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28560.0,Buffer,984,aG672GZ/HFN813,0.1205,Gustavo,,,,,
2024-12-28,52,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,24408.0,Playón,985,fEJ852/AE310WL,0.253,Agustin ,,,,,
2024-12-28,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28560.0,Buffer,986,AG672GZ/HFN813,0.1269,Cristian,,,,,
2024-12-29,53,Lactosa,Remotti S.A.,,Federico Fogliatto,28520.0,Buffer,987,AG672GZ/HFN813,0.1211,Agustin ,,,,,
2024-12-30,53,Lactosa,Remotti S.A.,,Federico Fogliatto,28460.0,Buffer,988,AG672GZ/HFN813,0.1316,Leonardo Lautaro ,,,,,
2024-12-31,53,Lactosa,Remotti S.A.,,Federico Fogliatto,28140.0,Buffer,989,AG672GZ/HFN813,0.1315,Leonardo,,,,,
2024-12-31,53,Lactosa,Remotti S.A.,,Federico Fogliatto,28320.0,Buffer,990,AG672GZ/HFN813,0.1277,Agustin ,,,,,
2025-01-01,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28321.0,Buffer,991,AG672GZ/HFN814,0.1244,Gustavo,,,,,
2025-01-02,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28460.0,Buffer,1001,AG672GZ/HFN813,0.1341,Lautaro,,,,,
2025-01-02,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,992,aG672GZ/HFN813,0.1267,Gustavo,,,,,
2025-01-03,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,Buffer,993,AG572GZ/GDF812,0.1236,Lautaro,,,,,
2025-01-04,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28140.0,Buffer,994,AG672GZ/HFN813,0.1214,Cristián,(Carga sin remito de Remotti),,,,
2025-01-05,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28600.0,Buffer,995,AG672GZ/HFN814,0.1227,Cristián,,,,,
2025-01-06,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28420.0,Buffer,996,AG672GZ/HFN815,0.1041,Leonardo,,,,,
2025-01-06,2,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,22080.0,Playón,997,FEJ852/AE310WL,0.2597,Leonardo,,,,,
2025-01-06,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28680.0,Buffer,998,AG672GZ/HFN815,0.1053,Cristián,,,,,
2025-01-07,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28260.0,Buffer,999,AGG7267/HFN813,0.123,Agustin ,,,,,
2025-01-08,2,Contenido ruminal ,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,20220.0,Buffer,1002,FEJ852/AE310WL,0.312,Agustin ,,,,,
2025-01-08,2,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Granada,Transcereal S.A,26860.0,Playón,1003,FVN779/AF024PT,0.7302,Agustin ,,,,,
2025-01-08,2,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Granada,Transcereal S.A,23200.0,Playón,1004,BZ6008/AB79CP,0.8013,Agustin ,,,,,
2025-01-09,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28520.0,Buffer,1005,AG672GZ/HFN813,0.1127,Lautaro,,,,,
2025-01-09,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28420.0,Buffer,1006,AG672GZ/HFN814,0.114,Cristián,,,,,
2025-01-10,2,Goma Vegetal,América Pampa Agroind.,,mauro Traversaro,4680.0,Buffer,1007,WTG 975,0.8241,Cristián,,,,,
2025-01-10,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28580.0,Buffer,1008,AG672GZ/HFN813,0.1219,Agustin ,,,,,
2025-01-11,2,Lactosa,Remotti S.A.,,Federico Fogliatto,29120.0,Buffer,1009,AG672GZ/HFN814,0.1172,Leonardo,,,,,
2025-01-12,3,Lactosa,Remotti S.A.,,Federico Fogliatto,29100.0,Buffer,1010,AG672GZ/HFN814,0.1216,David,,,,,
2025-01-13,3,Lactosa,Remotti S.A.,,Federico Fogliatto,28760.0,Buffer,1012,HFT813,0.1153,seba,,,,,
2025-01-13,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,21600.0,Playón,1013,KNR,0.9387,seba,,,,,
2025-01-13,3,Colza,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,23680.0,Playón,1014,MQN578,0.8919,seba,,,,,
2025-01-13,3,Expeller de girasol,Blessing Aceitera de Ameghino S.A.,Ameghino,Transcereal S.A,20370.0,Playón,1015,,0.9434,seba,,,,,
