Fecha ingreso,Semana,Sustrato,Proveedor,Observaciones,Transportista,Cantidad sustrato,Lugar de descarga,N° remito,Patente,ST (%) Análisis Planta,Responsable,Columna1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2023-05-29,22,Goma vegetal girasol,Agroindustria Menarba S.R.L.,,Mauro Traversaro,5030.0,Buffer,0,WTG 975,0.016,Sebastián,,,Cargill S.A.C.I.,,
2023-06-08,23,Lactosa,Remotti S.A.,,Federico Fogliatto,29292.0,Buffer,1,JXS011/GDF812,0.117,,,,S.A. Imp. y Exp. de la Patagonia,,1.0
2023-06-09,23,Lactosa,Remotti S.A.,,Federico Fogliatto,29422.0,Buffer,2,JXS011/GDF812,0.0839,,,,Frigorífico General Pico S.A.,,1.0
2023-06-15,24,Lactosa,Remotti S.A.,,Federico Fogliatto,28527.0,Buffer,3,JXS011/GDF812,0.1118,Cristián,,,Pelayo S.A.,,1.0
2023-06-16,24,Lactosa,Remotti S.A.,,Federico Fogliatto,29003.0,Buffer,4,JXS011/GDF812,0.1076,Cristián,,,Remotti S.A.,,1.0
2023-06-22,25,Lactosa,Remotti S.A.,,Federico Fogliatto,28900.0,Buffer,5,NYX029/IED478,0.0655,Jason,,,Blessing Aceitera de Ameghino S.A.,,1.0
2023-06-23,25,Lactosa,Remotti S.A.,,Federico Fogliatto,29940.0,Buffer,6,JXS011/GDF812,0.083,Jason,,,Bandagro S.A.,,1.0
2023-06-28,26,Grasa DAF,Remotti S.A.,,Mauro Traversaro,5000.0,Buffer,7,WTG 975,0.469,Agustín,,,Maria Elena S.A.,,1.0
2023-06-29,26,Lactosa,Remotti S.A.,,Federico Fogliatto,27940.0,Buffer,8,KKS989/HQK247,0.0693,Agustín,,,Nonna Pia S.R.L.,,1.0
2023-06-30,26,Lactosa,Remotti S.A.,,Federico Fogliatto,27004.0,Buffer,9,VXV011/GDF812,0.0754,Agustín,,,,,1.0
2023-07-06,27,Lactosa,Remotti S.A.,,Federico Fogliatto,26820.0,Buffer,10,NYX029/IED478, ,Leonardo,,,,,1.0
2023-07-07,27,Lactosa,Remotti S.A.,,Federico Fogliatto,26653.0,Buffer,11,SXS011/GDF812,0.079,Cristián,,,,,1.0
2023-07-20,29,trigo mal estado,Maria Elena S.A.,,Maria Elena S.A.,2800.0,Playón,589,,,Agustin ,,,,,578.0
2023-07-21,29,Lactosa,Remotti S.A.,,Eduardo fernandez,30020.0,Buffer,12,KKS989/HQK247,0.0903,Agustín,,,,,-577.0
2023-07-25,30,Contenido ruminal,Frigorífico General Pico S.A.,,Lopez Matias,23380.0,Playón,13,MBU036/AE080EF, ,Leonardo,,,,,1.0
2023-07-27,30,Lactosa,Remotti S.A.,,Federico Fogliatto,30008.0,Buffer,14,SXS011/GDF812, ,Leonardo,,,,,1.0
2023-07-28,30,Lactosa,Remotti S.A.,,Federico Fogliatto,31400.0,Buffer,15,AGO 01 MB/JFD 165, ,Leonardo,,,,,1.0
2023-08-01,31,Estiercol (bovino),Tambo La Lucila ,,Mauro Traversaro,5000.0,Buffer,16,WTG 975, ,Cristián,,,,,1.0
2023-08-02,31,Lactosa,Remotti S.A.,,Federico Fogliatto,30513.0,Buffer,17,AGO 01 MB/JFD 165, ,Cristián,,,,,1.0
2023-08-03,31,Cebada,Maria Elena S.A.,,Maria Elena S.A.,5080.0,Playón,590,,,Agustin ,,,,,573.0
2023-08-03,31,Lactosa,Remotti S.A.,,Federico Fogliatto,29420.0,Buffer,18,JXJ011/GDF812, ,Cristián,,,,,
2023-08-04,31,Descarte de maiz,Maria Elena S.A.,,Maria Elena S.A.,58100.0,Playón,591,,,Agustin ,,,,,1.0
2023-08-09,32,Lactosa,Remotti S.A.,,Federico Fogliatto,29340.0,Buffer,19,NYX029/IED478,,Jason,,,,,-572.0
2023-08-10,32,Lactosa,Remotti S.A.,,Federico Fogliatto,29420.0,Buffer,20,JXJ011/GDF812,,Jason,,,,,1.0
2023-08-14,33,Lactosa,Remotti S.A.,,Federico Fogliatto,28680.0,Buffer,21,JXJ011/GDF813,,Jason,,,,,1.0
2023-08-15,33,Lactosa,Remotti S.A.,,Federico Fogliatto,23410.0,Buffer,22,5X5011/GDF011,0.0946,Agustín,,,,,1.0
2023-08-16,33,Lactosa,Remotti S.A.,,Federico Fogliatto,31470.0,Buffer,23,AG001MB/JFD165,0.1126,Agustín,,,,,1.0
2023-08-17,33,Lactosa,Remotti S.A.,,Federico Fogliatto,30008.0,Buffer,24,AG001MB/JFD165,,Agustín,,,,,1.0
2023-08-18,33,Lactosa,Remotti S.A.,,Federico Fogliatto,31400.0,Buffer,25,AG001MB/JFD165,,Leonardo,,,,,1.0
2023-08-22,34,Lactosa,Remotti S.A.,,Federico Fogliatto,27440.0,Buffer,26,AG001MB/JFD165,,Leonardo,,,,,1.0
2023-08-23,34,Descarte de maíz duro,Cargill S.A.C.I.,,Faundes Sergio,7780.0,Playón,29,AG001MB/JFD165,,Leonardo,,,,,3.0
2023-08-24,34,Lactosa,Remotti S.A.,,Federico Fogliatto,29500.0,Buffer,27,AG001MB/JFD166,,Cristián,,,,,-2.0
2023-08-23,34,Lactosa,Remotti S.A.,,Federico Fogliatto,29380.0,Buffer,28,AG001MB/JFD165,,Leonardo,,,,,1.0
2023-08-25,34,Lactosa,Remotti S.A.,,Federico Fogliatto,30260.0,Buffer,30,AG001MB/JFD165,,Cristián,,,,,2.0
2023-08-28,35,Lactosa,Remotti S.A.,,Federico Fogliatto,27880.0,Buffer,31,AG001MB/JFD165,,Cristián,,,,,1.0
2023-08-29,35,Lactosa,Remotti S.A.,,Federico Fogliatto,27200.0,Buffer,32,AG001MB/JFD166,,Cristián,,,,,1.0
2023-08-30,35,Lactosa,Remotti S.A.,,Federico Fogliatto,29300.0,Buffer,33,KKS989/GDF812,0.1025,Jason,,,,,1.0
2023-08-31,35,Lactosa,Remotti S.A.,,Federico Fogliatto,27980.0,Buffer,34,JXJ011/GDF812,0.0939,Jason,,,,,1.0
2023-09-01,35,Lactosa,Remotti S.A.,,Federico Fogliatto,28680.0,Buffer,35,AG001MB/JFD165,"8,41% - 8,41",Jason,,,,,1.0
2023-09-04,36,Lactosa,Remotti S.A.,,Federico Fogliatto,29520.0,Buffer,36,AG001MB/JFD165,,Jason,,,,,1.0
2023-09-05,36,Lactosa,Remotti S.A.,,Federico Fogliatto,28100.0,Buffer,37,JXJ011/GDF812,,Cristián,,,,,1.0
2023-09-06,36,Lactosa,Remotti S.A.,,Federico Fogliatto,29030.0,Buffer,38,SXS011/GDF812,"10,92% - 10,62%",Agustín,,,,,1.0
2023-09-07,36,Lactosa,Remotti S.A.,,Federico Fogliatto,29110.0,Buffer,39,JXJ011/GDF812,"10,14% - 9,79%",Agustín,,,,,1.0
2023-09-08,36,Lactosa,Remotti S.A.,,Federico Fogliatto,29030.0,Buffer,40,SXS011/GDF812,"9,68% - 9,68%",Agustín,,,,,1.0
2023-09-11,37,Cebada,Maria Elena S.A.,,Maria Elena S.A.,5500.0,Playón,593,,,Agustin ,,,,,553.0
2023-09-11,37,Lactosa,Remotti S.A.,,Federico Fogliatto,31060.0,Buffer,41,AG001MB/JFD165,,Leonardo,,,,,-552.0
2023-09-12,37,Lactosa,Remotti S.A.,,Federico Fogliatto,28500.0,Buffer,42,SXS011/GDF812,"13,36% - 13,21%",Leonardo,,,,,1.0
2023-09-13,37,Lactosa,Remotti S.A.,,Federico Fogliatto,30760.0,Buffer,43,SXS011/GDF812,0.1267,Leonardo,,,,,1.0
2023-09-14,37,Lactosa,Remotti S.A.,,Federico Fogliatto,29500.0,Buffer,44,SXS011/GDF812,,Leonardo,,,,,1.0
2023-09-15,37,Lactosa,Remotti S.A.,,Federico Fogliatto,29501.0,Buffer,45,SXS011/GDF812,,Leonardo,,,,,1.0
2023-09-18,38,Lactosa,Remotti S.A.,,Federico Fogliatto,28800.0,Buffer,46,JXJ011/GDF812,,Cristián,,,,,1.0
2023-09-19,38,Lactosa,Remotti S.A.,,Federico Fogliatto,29960.0,Buffer,47,JXJ011/GDF812,,Cristián,,,,,1.0
2023-09-20,38,Lactosa,Remotti S.A.,,Federico Fogliatto,28400.0,Buffer,48,JXJ011/GDF812,,Gonzalo,,,,,1.0
2023-09-21,38,Lactosa,Remotti S.A.,,Federico Fogliatto,30000.0,Buffer,49,JXJ011/GDF812,,Cristián,,,,,1.0
2023-09-21,38,Contenido ruminal,Frigorífico General Pico S.A.,,Martín Francisco,31120.0,Playón,50,MRJ024/KRY814,,Gonzalo,,,,,1.0
2023-09-27,39,Lactosa,Remotti S.A.,,Federico Fogliatto,27880.0,Buffer,51,AG001MB/JFD165,0.124,Jason,,,,,1.0
2023-09-28,39,Lactosa,Remotti S.A.,,Federico Fogliatto,28900.0,Buffer,52,AG001MB/JFD165,,Jason,,,,,1.0
2023-09-27,39,trigo mal estado,Maria Elena S.A.,,Maria Elena S.A.,2600.0,Playón,594,,,Agustin ,,,,,542.0
2023-09-29,39,Lactosa,Remotti S.A.,,Federico Fogliatto,30760.0,Buffer,53,AG001MB/JFD165,0.124,Agustín,,,,,-541.0
2023-10-02,40,Lactosa,Remotti S.A.,,Federico Fogliatto,30240.0,Buffer,55,NYX029/IED478,0.1308,Agustín,,,,,2.0
2023-09-29,39,Contenido ruminal,Frigorífico General Pico S.A.,,Martín Francisco,23920.0,Playón,54,KRJ024/KRY814,0.3571,Agustín,,,,,-1.0
2023-10-03,40,Lactosa,Remotti S.A.,,Federico Fogliatto,27990.0,Buffer,57,AG001MB/JFD165,0.1206,Agustín,,,,,3.0
2023-10-02,40,Grano descarte,Pelayo S.A.,,Pelayo,28620.0,Playón,56,HSF757/MCS520,0.1308,Agustín,,,,,-1.0
2023-10-04,40,Lactosa,Remotti S.A.,,Federico Fogliatto,30710.0,Buffer,58,AG001MB/JFD166,0.1255,Agustín,,,,,2.0
2023-10-05,40,Lactosa,Remotti S.A.,,Federico Fogliatto,30980.0,Buffer,60,AG001MB/JFD165,0.1241,Leonardo,,,,,2.0
2023-10-06,40,Lactosa,Remotti S.A.,,Federico Fogliatto,27880.0,Buffer,61,AG001MB/JFD165,0.1221,Leonardo,,,,,1.0
2023-10-04,40,Contenido ruminal,Frigorífico General Pico S.A.,,Martín Francisco,31120.0,Playón,59,KRJ024/KRY814,,Agustín,,,,,-2.0
2023-10-06,40,Lactosa,Remotti S.A.,,Federico Fogliatto,28640.0,Buffer,62,NYW 968 / GOF 872,0.1236,Leonardo,,,,,3.0
2023-10-07,40,Lactosa,Remotti S.A.,,Federico Fogliatto,29680.0,Buffer,63,AG001MB/JFD165,0.1266,Leonardo,,,,,1.0
2023-10-09,41,Lactosa,Remotti S.A.,,Federico Fogliatto,28080.0,Buffer,64,AG001MB/JFD165,0.1215,Leonardo,,,,,1.0
2023-10-10,41,Lactosa,Remotti S.A.,,Federico Fogliatto,29020.0,Buffer,65,AG001MB/JFD166,0.1236,Leonardo,,,,,1.0
2023-10-11,41,Lactosa,Remotti S.A.,,Federico Fogliatto,30600.0,Buffer,66,NTT029/JFD 478,0.125,Cristián,,,,,1.0
2023-10-12,41,Lactosa,Remotti S.A.,,Federico Fogliatto,30160.0,Buffer,67,AG001MB/JFD178,0.1306,Cristián,,,,,1.0
2023-10-12,41,Lactosa,Remotti S.A.,,Federico Fogliatto,29540.0,Buffer,68,WYN968/GDF812,0.131,Agustín,,,,,1.0
2023-10-13,41,Lactosa,Remotti S.A.,,Federico Fogliatto,29280.0,Buffer,69,WYN968/GDF812,0.126,Cristián,,,,,1.0
2023-10-13,41,Lactosa,Remotti S.A.,,Federico Fogliatto,27150.0,Buffer,70,JXJ011/MQK247,0.1289,Leonardo,,,,,1.0
2023-10-13,41,Contenido ruminal,Frigorífico General Pico S.A.,,Transcereal S.A,23500.0,Playón,71,4464BZM/AFO70MU,,Cristián,,,,,1.0
2023-10-16,42,Lactosa,Remotti S.A.,,Federico Fogliatto,27950.0,Buffer,72,AC001MN/JFD165,0.1259,Cristián,,,,,1.0
2023-10-17,42,Lactosa,Remotti S.A.,,Federico Fogliatto,29960.0,Buffer,73,AG001MB/GDF812,0.1233,Jason,,,,,1.0
2023-10-18,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28440.0,Buffer,74,AG001MB/JFD165,0.1254,Jason,,,,,1.0
2023-10-19,42,Lactosa,Remotti S.A.,,Federico Fogliatto,27300.0,Buffer,75,AG001MB/JFD165,0.1247,Jason,,,,,1.0
2023-10-20,42,Lactosa,Remotti S.A.,,Federico Fogliatto,26380.0,Buffer,76,AG001MB/JFD165,0.1232,Jason,,,,,1.0
2023-10-20,42,Lactosa,Remotti S.A.,,Federico Fogliatto,27920.0,Buffer,77,NYW968/GDF812,0.1269,Jason,,,,,1.0
2023-10-20,42,Lactosa,Remotti S.A.,,Federico Fogliatto,28690.0,Buffer,78,NYW968/GDF812,0.1275,Cristián,,,,,1.0
2023-10-25,43,Lactosa,Remotti S.A.,,Federico Fogliatto,28100.0,Buffer,79,NYW968/GDF812,0.1272,Jason,,,,,1.0
2023-10-26,43,Lactosa,Remotti S.A.,,Federico Fogliatto,28820.0,Buffer,80,AG001MB/JFD165,0.1264,Agustín,,,,,1.0
2023-10-27,43,Lactosa,Remotti S.A.,,Federico Fogliatto,28100.0,Buffer,81,NYW968/GDF812,0.1245,Jason,,,,,1.0
2023-10-27,43,Lactosa,Remotti S.A.,,Federico Fogliatto,30120.0,Buffer,82,AG001MB/JFD165,0.1252,Jason,,,,,1.0
2023-10-28,43,Lactosa,Remotti S.A.,,Federico Fogliatto,28180.0,Buffer,83,NYW968/GDF812,0.1243,Agustín,,,,,1.0
2023-10-30,44,Lactosa,Remotti S.A.,,Federico Fogliatto,27500.0,Buffer,84,NYW968/GDF812,0.1248,Leonardo,,,,,1.0
2023-10-31,44,Lactosa,Remotti S.A.,,Federico Fogliatto,29480.0,Buffer,86,NYW968/GDF812,0.1203,Leonardo,,,,,2.0
2023-10-30,44,Grano descarte,Pelayo S.A.,,juan jose peralta,17650.0,Playón,85,DID400/FWP294,,Jason,,,,,-1.0
2023-11-01,44,Lactosa,Remotti S.A.,,Federico Fogliatto,28840.0,Buffer,88,NYW968/GDF812,0.1267,Leonardo,,,,,3.0
2023-10-31,44,Descarte de maíz duro,Cargill S.A.C.I.,,Maria Elena ,9720.0,Playón,87,IHJ417/LLV719,,Leonardo,,,,,-1.0
2023-11-04,44,Lactosa,Remotti S.A.,,Federico Fogliatto,28980.0,Buffer,89,NTT029/JFD 478,0.1325,Cristián,,,,,2.0
2023-11-04,44,Lactosa,Remotti S.A.,,Federico Fogliatto,28260.0,Buffer,91,AC001MN/JFD165,0.1322,Cristián,,,,,2.0
2023-11-06,45,Lactosa,Remotti S.A.,,Federico Fogliatto,30040.0,Buffer,92,NYW 968 / GOF 812,0.1213,Cristián,,,,,1.0
2023-11-07,45,Lactosa,Remotti S.A.,,Federico Fogliatto,27820.0,Buffer,93,NYW 968 / GOF 812,0.1252,Cristián,,,,,1.0
2023-11-04,44,Caldera,SEEDS Energy Group S.A.,,,,,90,,,Cristián,,,,,-3.0
2023-11-07,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29740.0,Buffer,94,NYW 968 / GOF 812,0.133,Leonardo,,,,,4.0
2023-11-08,45,Lactosa,Remotti S.A.,,Federico Fogliatto,27980.0,Buffer,95,NYW 968 / GOF 812,0.1263,Cristián,,,,,1.0
2023-11-08,45,Lactosa,Remotti S.A.,,Federico Fogliatto,28540.0,Buffer,96,NYW 968 / GOF 813,0.1294,Leonardo,,,,,1.0
2023-11-09,45,Lactosa,Remotti S.A.,,Federico Fogliatto,28420.0,Buffer,97,NYW 968 / GOF 812,0.1263,Cristián,,,,,1.0
2023-11-10,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29080.0,Buffer,98,NYW 968 / GOF 812,0.1268,Cristián,,,,,1.0
2023-11-10,45,Lactosa,Remotti S.A.,,Federico Fogliatto,29660.0,Buffer,99,AG001MB/JFD165,0.1276,Cristián,,,,,1.0
2023-11-13,46,Lactosa,Remotti S.A.,,Remotti S.A.,27960.0,Buffer,100,AG001MB/JFD165,0.128,Jason,,,,,1.0
2023-09-22,38,Lactosa,Remotti S.A.,,Federico Fogliatto,27160.0,Buffer,101,JXJ011/GDF812,,Cristián,,,,,1.0
2023-11-13,46,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,4640.0,Buffer,103,WTG975,0.422,Jason,,,,,2.0
2023-09-25,39,Lactosa,Remotti S.A.,,Federico Fogliatto,26860.0,Buffer,102,AG001MB/GDF812,0.122,Jason,,,,,-1.0
2023-11-13,46,Lactosa,Remotti S.A.,,Remotti S.A.,29380.0,Buffer,104,NYW 968 /JFD165,0.1286,Cristián,,,,,2.0
2023-11-14,46,Lactosa,Remotti S.A.,,Remotti S.A.,28500.0,Buffer,105,NJN969/JFD165,0.1253,Jason,,,,,1.0
2023-11-15,46,Lactosa,Remotti S.A.,,Remotti S.A.,29720.0,Buffer,106,NYW968/HQK247,0.1139,Jason,,,,,1.0
2023-11-15,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28860.0,Buffer,107,NYW968/HQK247,0.1184,Cristián,,,,,1.0
2023-11-16,46,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,3180.0,Buffer,110,WTG975,0.7749,Cristián,,,,,3.0
2023-11-16,46,Lactosa,Remotti S.A.,,Federico Fogliatto,27920.0,Buffer,108,NJN968/HDK247,0.1212,Agustín,,,,,-2.0
2023-11-16,46,Lactosa,Remotti S.A.,,Federico Fogliatto,29060.0,Buffer,109,AG001MB/IJF185,0.1219,Agustín,,,,,1.0
2023-11-17,46,Lactosa,Remotti S.A.,,Federico Fogliatto,28860.0,Buffer,111,AG001MB/JFD165,0.1219,Agustín,,,,,2.0
2023-11-20,47,Lactosa,Remotti S.A.,,Federico Fogliatto,27160.0,Buffer,112,NJN968/GDF812,0.1205,Jason,,,,,1.0
2023-11-21,47,Lactosa,Remotti S.A.,,Federico Fogliatto,27720.0,Buffer,113,NYW 968 / GOF 812,0.1287,Agustín,,,,,1.0
2023-11-22,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28620.0,Buffer,114,AG001MB/JFD165,0.1227,Leonardo,,,,,1.0
2023-11-22,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28820.0,Buffer,115,NYW 968 / GOF 812,0.1239,Leonardo,,,,,1.0
2023-11-23,47,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,4860.0,Buffer,116,WTG975,0.5221,Leonardo,,,,,1.0
2023-11-23,47,Lactosa,Remotti S.A.,,Federico Fogliatto,29160.0,Buffer,117,JXJ011/JFD165,0.1237,Leonardo,,,,,1.0
2023-11-24,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28780.0,Buffer,118,AG001MB/JFD165,0.1259,Leonardo,,,,,1.0
2023-11-24,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28020.0,Buffer,119,JXJ011/GDF812,0.1264,Agustín,,,,,1.0
2023-11-25,47,Lactosa,Remotti S.A.,,Federico Fogliatto,28840.0,Buffer,120,JXJ011/GDF812,0.123,Leonardo,,,,,1.0
2023-11-27,48,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,4740.0,Buffer,122,WTG975,0.3303,Agustín,.,,,,2.0
2023-11-27,48,Lactosa,Remotti S.A.,,Federico Fogliatto,26700.0,Buffer,121,AG001MB/JFD165,0.1287,Leonardo,.,,,,-1.0
2023-11-28,48,Lactosa,Remotti S.A.,,Federico Fogliatto,27700.0,Buffer,123,AG001MB/JFD165,0.1217,Cristián,,,,,2.0
2023-11-30,48,"maiz, harina, nucleo",Maria Elena S.A.,,Maria Elena S.A.,259.0,Playón,588,,,Agustin ,.,,,,465.0
2023-11-30,48,Lactosa,Remotti S.A.,,Federico Fogliatto,28480.0,Buffer,124,JXJ011/GDF812,0.1205,Leonardo,.,,,,-464.0
2023-12-02,48,Lactosa,Remotti S.A.,,Federico Fogliatto,26280.0,Buffer,125,JXJ011/GDF812,0.1211,Cristián,.,,,,1.0
2023-12-04,49,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,3860.0,Buffer,127,WTG975,0.4512,Jason,,,,,2.0
2023-12-04,49,Lactosa,Remotti S.A.,,Federico Fogliatto,28540.0,Buffer,126,AG001MB/JFD165,0.1149,Jason,.,,,,-1.0
2023-12-05,49,Lactosa,Remotti S.A.,,Federico Fogliatto,28180.0,Buffer,128,AD001MB/JFD165,11.36%,Jason,.,,,,2.0
2023-12-07,49,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5160.0,Buffer,131,WTG975,0.4261,Agustín,.,,,,3.0
2023-12-07,49,Lactosa,Remotti S.A.,,Federico Fogliatto,28920.0,Buffer,129,AD001MB/JFD165,0.1162,Jason,.,,,,-2.0
2023-12-07,49,Lactosa,Remotti S.A.,,Federico Fogliatto,27940.0,Buffer,130,JXJ011/GDF812,0.1177,Jason,.,,,,1.0
2023-12-08,49,Lactosa,Remotti S.A.,,Federico Fogliatto,27140.0,Buffer,132,,0.1167,Cristián,,,,,2.0
2023-12-08,49,Lactosa,Remotti S.A.,,Federico Fogliatto,28400.0,Buffer,133,JXJ011/GDF812,0.1188,Jason,.,,,,1.0
2023-12-09,49,Lactosa,Remotti S.A.,,Federico Fogliatto,27560.0,Buffer,134,JXJ011/GDF812,0.1249,Leonardo,.,,,,1.0
2023-12-11,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27760.0,Buffer,135,AG001MB/HGK247,0.1029,Agustín,.,,,,1.0
2023-12-12,50,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5260.0,Buffer,137,WTG975,0.3668,Agustín,.,,,,2.0
2023-12-12,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27840.0,Buffer,136,JXJ011/GDF812,0.112,Agustín,.,,,,-1.0
2023-12-13,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27000.0,Buffer,138,JXJ011/GDF812,0.115,Agustín,.,,,,2.0
2023-12-13,50,Lactosa,Remotti S.A.,,Federico Fogliatto,23480.0,Buffer,139,AG001MB/JFD165,0.1096,Agustín,,,,,1.0
2023-12-14,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27440.0,Buffer,140,JXJ011/GDF812,0.1146,Agustín,.,,,,1.0
2023-12-14,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27800.0,Buffer,141,AG001MB/JFD165,0.1042,Agustín,.,,,,1.0
2023-12-16,50,Lactosa,Remotti S.A.,,Federico Fogliatto,27350.0,Buffer,142,JXJ011/GDF812,0.1211,Leonardo,.,,,,1.0
2023-12-18,51,Goma vegetal ,América Pampa Agroind. ,,Mauro Traversaro,5100.0,Buffer,144,WTG975,0.4148,Leonardo,.,,,,2.0
2023-12-18,51,Lactosa,Remotti S.A.,,Federico Fogliatto,27840.0,Buffer,143,JXJ011/GDF812,0.1202,Leonardo,.,,,,-1.0
2023-12-19,51,Lactosa,Remotti S.A.,,Federico Fogliatto,27640.0,Buffer,145,JXJ011/GDF812,0.1198,Leonardo,,,,,2.0
2023-12-19,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28020.0,Buffer,146,JXJ011/HGK247,0.1151,Leonardo,.,,,,1.0
2023-12-20,51,Lactosa,Remotti S.A.,,Federico Fogliatto,27540.0,Buffer,147,AG001MB/JFD165,0.1169,,,,,,1.0
2023-12-21,51,Lactosa,Remotti S.A.,,Federico Fogliatto,25160.0,Buffer,148,KKS989/GDF812,0.119,Leonardo,,,,,1.0
2023-12-22,51,Lactosa,Remotti S.A.,,Federico Fogliatto,27000.0,Buffer,149,AG001MB/JFD165,0.114,Cristián,.,,,,1.0
2023-12-23,51,Goma vegetal ,América Pampa Agroind. ,,Federico Fogliatto,5300.0,Buffer,153,WTG975,,,.,,,,4.0
2023-12-23,51,desc. trigo pan,Cargill S.A.C.I.,,Cargil saci america,6040.0,Playón,150,NBL471/AD327GQ,,Agustín,.,,,,-3.0
2023-12-23,51,Lactosa,Remotti S.A.,,Federico Fogliatto,27300.0,Buffer,151,AG001MB/JFD165,0.1191,Agustín,.,,,,1.0
2023-12-23,51,Lactosa,Remotti S.A.,,Federico Fogliatto,28040.0,Buffer,153,AG001MB/JFD165,0.1191,Cristián,.,,,,2.0
2023-12-24,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28020.0,Buffer,155,AG001MB/JFD165,0.1212,Cristián,.,,,,2.0
2023-12-27,52,Lactosa,Remotti S.A.,,Federico Fogliatto,26940.0,Buffer,156,JXJ011/HGK247,0.1292,Cristián,.,,,,1.0
2023-12-27,52,Lactosa,Remotti S.A.,,Federico Fogliatto,27000.0,Buffer,157,JXJ011/HGK247,0.121,Cristián,,,,,1.0
2023-12-28,52,trigo mal estado,Maria Elena S.A.,,Maria Elena S.A.,3350.0,Playón,592,,,Agustin ,.,,,,435.0
2023-12-28,52,Lactosa,Remotti S.A.,,Federico Fogliatto,27700.0,Buffer,158,AC001MN/JFD165,0.1128,Gustavo,,,,,
2023-12-28,52,Lactosa,Remotti S.A.,,Federico Fogliatto,28600.0,Buffer,159,NYW 968 / GOF 812,0.1175,Gustavo,,,,,1.0
2023-12-29,52,Sangre,S.A. Imp. y Exp. de la Patagonia,,Murcia Mariana,7560.0,Playón,162,JXQ918,0.2122,Gustavo,,,,,3.0
2023-12-29,52,Lactosa,Remotti S.A.,,Federico Fogliatto,26060.0,Buffer,160,NYW 968 / GOF 812,0.1188,Gustavo,,,,,-2.0
2023-12-29,52,Lactosa,Remotti S.A.,,Federico Fogliatto,26160.0,Buffer,161,AG001MB/JFD165,0.1221,Gustavo,,,,,1.0
2023-12-30,52,Lactosa,Remotti S.A.,,Federico Fogliatto,29640.0,Buffer,163,NYW 968 / GOF 812,0.1157,Gustavo,,,,,2.0
2023-12-31,53,Lactosa,Remotti S.A.,,Federico Fogliatto,27120.0,Buffer,164,AG001MB/JFD165,0.1178,Gustavo,,,,,1.0
2024-01-02,1,Lactosa,Remotti S.A.,,Federico Fogliatto,25140.0,Buffer,165,AG001MB/JFD165,0.116,Gustavo,,,,,1.0
2024-01-03,1,Lactosa,Remotti S.A.,,Federico Fogliatto,29260.0,Buffer,166,AG001MB/JFD166,0.1178,Agustín,,,,,1.0
2024-01-03,1,Lactosa,Remotti S.A.,,Federico Fogliatto,29020.0,Buffer,167,JXJ011/GDF812,0.1223,Cristián,,,,,1.0
2024-01-04,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28330.0,Buffer,168,JXJ011/GDF812,0.115,Agustín,,,,,1.0
2024-01-04,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28300.0,Buffer,169,JXJ011/GDF812,0.1139,Cristián,,,,,1.0
2024-01-05,1,Lactosa,Remotti S.A.,,Federico Fogliatto,27920.0,Buffer,170,JXJ011/GDF813,0.1215,Agustín,,,,,1.0
2024-01-05,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28510.0,Buffer,171,AG001MB/JFD165,0.1133,Agustín,,,,,1.0
2024-01-06,1,Lactosa,Remotti S.A.,,Federico Fogliatto,28680.0,Buffer,172,JXJ011/GDF813,0.117,Agustín,,,,,1.0
2024-01-08,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28640.0,Buffer,173,JXJ011/GDF812,0.1139,Agustín,",",,,,1.0
2024-01-09,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28600.0,Buffer,174,JXJ011/GDF814,0.1126,Leonardo,,,,,1.0
2024-01-09,2,Lactosa,Remotti S.A.,,Federico Fogliatto,28220.0,Buffer,175,JXJ011/GDF815,0.1126,Leonardo,,,,,1.0
