Fecha,Hora,Responsable,Proveedor,Muestra,Nº Remito,pH,Peso de muesta,ST,Tiempo de análisis,Temperatura,Observaciones,RENDIMIENTO,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
2024-01-18,13:57:00,Andres,,Contenido ruminal,Nª187,,4.377,0.3538,"1 day, 7:30:00",120.0,Duplicado,,,,,
2024-01-18,15:12:00,Andres,,fondo tina,,,4.355,0.1831,17:30:00,120.0,,,,,,
2024-01-18,19:00:00,Leonardo,,Goma vegetal ,N°190,,4.327,0.4614,22:18:00,120.0,Inicio,,,,,
2024-01-18,19:30:00,Leonardo,,Goma vegetal ,N°190,,4.743,0.4477,23:18:00,120.0,Final ,,,,,
2024-01-18,20:00:00,Leonardo,,Contenido ruminal,N°189,,4.743,0.1652,30:12,120.0,,,,,,
2024-01-18,20:30:00,Leonardo,,Contenido ruminal,N°189,,4.803,0.1655,31:26,120.0,Duplicado,,,,,
2024-01-18,21:34:00,Leonardo,,Lactosa,N°191,,3.83,0.1147,17:58:00,120.0,,,,,,
2024-01-19,05:00am,Gustavo,,Biodigestor 050,,,5.364,0.0465,21:32*,120.0,,,,,,
2024-01-19,06:00am,Gustavo,,Biodigestor 040,,,6.242,0.0501,24:52*,120.0,,,,,,
2024-01-19,11:08:00,Andres,,Salida a laguna,,,4.902,0.0475,21:08:00,120.0,,,,,,
2024-01-19,11:08:00,Andres,,Dewatering,,,4.623,0.044,"1 day, 0:44:00",120.0,,,,,,
2024-01-19,11:08:00,Andres,,lactosa,N°192,,3.401,0.1135,16:50:00,120.0,,,,,,
2024-01-19,12:00:00,Andres,,Ingreso al biomix,,,3.664,0.4023,"1 day, 6:36:00",120.0,,,,,,
2024-01-19,,Andres,,Glicerol,,,2.058,0.7667,16:40:00,120.0,,,,,,
2024-01-19,15:00:00,Andres,,Purín,,,3.2,0.0222,16:36:00,120.0,,,,,,
2024-01-20,02:12am,Agustín,,Bioabono,,,4.228,0.2526,22:46:00,120.0,,,,,,
2024-01-20,02:46am,Agustín,,Buffer tank,,,5.851,0.0484,21:28:00,120.0,,,,,,
2024-01-20,11:49am,Cristian ,,lactosa,N°193,,5.31,0.1174,28:10*,120.0,,,,,,
2024-01-20,20:00:00,Leonardo,,Contenido ruminal,N°194,,6.663,0.353,"1 day, 21:30:00",120.0,,,,,,
2024-01-20,21:45:00,Leonardo,,Contenido ruminal,N°194,,6.091,0.3472,"1 day, 17:08:00",120.0,Duplicado,,,,,
2024-01-21,04:32am,Agustín,,Buffer tank,,,5.559,0.0446,22:12:00,120.0, ,,,,,
2024-01-21,08:30am,Gustavo,,Silo ingreso biomix,,,6.636,0.2489,32:36*,120.0,,,,,,
2024-01-21,09:15am,Gustavo,,Biodigestor 040,,,7.288,0.0542,26:44*,120.0,,,,,,
2024-01-21,10:30am,Gustavo,,Biodigestor 050,,,5.685,0.0461,20:28*,120.0,,,,,,
2024-01-21,20:00:00,Leonardo,,Salida a laguna,,,6.153,0.0444,20:52*,120.0,,,,,,
2024-01-21,21:45:00,Leonardo,,Dewatering,,,5.345,0.0489,18:45*,120.0,,,,,,
2024-01-22,04:57am,Agustín,,Buffer tank,,,6.119,0.0296,22:38:00,120.0,,,,,,
2024-01-22,08:45am,Gustavo,,Contenido ruminal,N°195,,7.046,0.1458,29:08*,120.0,,,,,,
2024-01-22,09:17am,Gustavo,,Lactosa,N°196,,8.475,11:43%,30:18*,120.0,,,,,,
2024-01-22,10:30am,Gustavo,,Purín,,,6.571,0.0184,31:34*,120.0,,,,,,
2024-01-22,11:30am,Gustavo,,Dewatering,,,5.059,0.0433,17:50*,120.0,,,,,,
2024-01-22,19:03:00,Andres,,Salida a laguna,,,3.039,0.0454,15:14:00,120.0,,,,,,
2024-01-22,18:45:00,Andres,,Biodigestor 050,,,4.387,0.0472,33.08,120.0,,,,,,
2024-01-22,21:06:00,Andres,,Goma vegetal ,N°197,,5.649,0.6232,37:38*,120.0,,,,,,
2024-01-23,08:00am,Gustavo,,Silo ingreso biomix,,,4.151,0.3347,25:46*,120.0,,,,,,
2024-01-23,09:15am,Gustavo,,Dewatering,,,4.1,0.1956,27:46*,120.0,,,,,,
2024-01-23,10:07am,Gustavo,,Biodigestor 040,,,4.012,0.0409,16:06*,120.0,,,,,,
2024-01-23,10:26am,Gustavo,,Purín,,,6.286,0.0649,27:24*,120.0,,,,,,
2024-01-23,16:05:00,Andres,,silo 6,,,3.428,0.9828,03:26:00,120.0,,,,,,
2024-01-23,17:47:00,Andres,,Buffer tank,,,4.178,0.044,17:26:00,120.0,,,,,,
2024-01-24,12:00:00,Gustavo,,Lactosa,N°199,,7.225,0.1192,28:24*,120.0,,,,,,
2024-01-24,13:30:00,Gustavo,,Cebada,N°198,,5.746,0.8998,21:42*,120.0,,,,,,
2024-01-24,14:00:00,Gustavo,,Purín,,,5.976,0.0536,21:58*,120.0,,,,,,
2024-01-24,16:20:00,Andres,,Biodigestor 050,,,4.101,0.0466,20:18:00,120.0,,,,,,
2024-01-24,16:50:00,Andres,,Biodigestor 040,,,4.855,0.046,18:06:00,120.0,,,,,,
2024-01-24,17:11:00,Andres,,Salida a laguna,,,3.967,0.0431,18:06:00,120.0,,,,,,
2024-01-24,17:20:00,Andres,,Cebada,,,3.6,0.9481,12:26*,120.0,,,,,,
2024-01-25,08:30am,Gustavo,,Lactosa,N°200,,7.388,0.1232,29:58*,120.0,,,,,,
2024-01-25,9:30an,Gustavo,,Silo ingreso biomix,,,4.939,0.2962,29:42*,120.0,,,,,,
2024-01-25,10:00am,Gustavo,,Dewatering,,,4.776,0.0456,17:28*,120.0,,,,,,
2024-01-25,12:00:00,Gustavo,,Buffer tank,,,4.729,0.0345,18:52*,120.0,,,,,,
2024-01-25,12:55:00,Gustavo,,Purín,,,4.861,0.0169,21:36*,120.0,,,,,,
2024-01-25,14:15:00,Gustavo,,Lactosa,N°201,,6.822,0.1239,27:24*,120.0,,,,,,
2024-01-25,15:30:00,Andres,,Contenido ruminal,N°203,,5.355,0.1819,41.06,120.0,,,,,,
2024-01-25,16:20:00,Andres,,Buffer tank,,,3.446,0.0354,16:08:00,120.0,,,,,,
2024-01-25,17:30:00,Andres,,Dewatering,,,3.956,0.0364,14:56:00,120.0,,,,,,
2024-01-25,18:00:00,Andres,,Salida a laguna,,,3.423,0.0336,19:24:00,120.0,,,,,,
2024-01-26,07:50am,Gustavo,,Buffer tank,,,4.971,0.0529,20:28*,120.0,,,,,,
2024-01-26,09:00am,Gustavo,,Suero,,,4.817,0.0581,25:24*,120.0,Inicial,,,,,
2024-01-26,09:35am,Gustavo,,Suero,,,6.006,0.0553,20:10*,120.0,Mitad,,,,,
2024-01-26,10:50am,Gustavo,,Suero,,,6.308,0.0509,28:18*,120.0,Final,,,,,
2024-01-26,11:20am,Gustavo,,Suero,N°204,,7.47,0.0555,24:52*,120.0,,,,,,
2024-01-26,12:00:00,Gustavo,,Buffer tank,,,5.994,0.0537,22:38*,120.0,,,,,,
2024-01-26,12:25:00,Gustavo,,Lactosa,N°205,,7.171,0.1177,24:36*,120.0,,,,,,
2024-01-26,12:45:00,Gustavo,,Buffer tank,,,5.012,0.0667,18:50*,120.0,,,,,,
2024-01-26,13:02:00,Gustavo,,Harina,N°202,,4.024,0.8988,08:02*,120.0,,,,,,
2024-01-26,14:02:00,Gustavo,,Purín,,,5.96,0.0151,22:18*,120.0,,,,,,
2024-01-26,15:30:00,Andres,,Buffer tank,,,4.028,0.0521,16:18:00,120.0,,,,,,
2024-01-26,16:00:00,Andres,,Lactosa,N°206,5.8,6.039,0.1205,23:20:00,120.0,,,,,,
2024-01-26,17:20:00,Andres,,Buffer tank,,,4.682,0.0643,17:04:00,120.0,,,,,,
2024-01-27,09:54:00,Agustín,,Purín,,,7.482,0.0171,31.02,120.0,,,,,,
2024-01-27,11:18:00,Agustín,,Lactosa,N°207,,7.682,0.1074,"1 day, 8:32:00",120.0,,,,,,
2024-01-27,13:45:00,Agustín,,Goma vegetal ,,,4.303,0.4191,23:46:00,120.0,Inicio,,,,,
2024-01-27,14:05:00,Agustín,,Goma vegetal ,,,6.483,0.6013,21:28:00,120.0,Final ,,,,,
2024-01-27,17:00:00,Andres,,Buffer tank,,,6.898,0.067,"1 day, 2:46:00",120.0,,,,,,
2024-01-27,19:00:00,Andres,,Contenido ruminal,N°208,,3.135,0.2431,"1 day, 14:34:00",120.0,,,,,,
2024-01-28,12:06:00,Agustín,,Purín,,,7.467,0.0181,"1 day, 5:42:00",120.0,,,,,,
2024-01-28,14:05:00,Agustín,,oleo margarina ,,,6.866,0.992,07:16:00,120.0,,,,,,
2024-01-28,14:34:00,Agustín,,Buffer tank,,,7.806,0.0342,,120.0,,,,,,
2024-01-29,08:49:00,Agustín,,lactosa,N°210,,9.049,0.1072,39:00*,120.0,,,,,,
2024-01-29,11:57:00,Agustín,,Purín,,,8.165,0.0198,31:54*,120.0,,,,,,
2024-01-29,13:37:00,Agustín,,lactosa,N°211,,10.8,0.1089,38:00*,120.0,,,,,,
2024-01-29,14:33:00,Agustín,,Buffer tank,,,4.565,0.0587,16:44*,120.0,,,,,,
2024-01-29,15:50:00,Gustavo,,Biodigestor 040,,,7.103,0.056,33:06*,120.0,,,,,,
2024-01-29,16:44:00,Gustavo,,Biodigestor 050,,,6.751,0.051,23:38*,120.0,,,,,,
2024-01-29,17:20:00,Gustavo,,Silo ingreso biomix,,,4.413,0.349,22:12*,120.0,,,,,,
2024-01-30,09:53:00,Agustín,,Grasa aislado 1,,,7.142,0.0372,33:40*,120.0,,,,,,
2024-01-30,11:44:00,Agustín,,Grasa aislado 2,,,6.452,0.0343,23:15*,120.0,,,,,,
2024-01-30,12:14:00,Agustín,,Suero,N°212,,7.97,0.0581,29:16*,120.0,TRIPLICADO.,,,,,
2024-01-30,13:59:00,Agustín,,Purín,,,6.418,0.0145,,120.0,,,,,,
2024-01-30,14:24:00,Agustín,,Buffer tank,,,6.594,0.0391,24:36*,120.0,,,,,,
2024-01-30,16:26:00,Gustavo,,Dewatering,,,4.893,0.0472,15:36*,120.0,,,,,,
2024-01-30,17:20:00,Gustavo,Aceitera Bleisen,Aceite,,,4.053,0.9149,13:02*,120.0,,,,,,
2024-01-30,18:00:00,Gustavo,Aceitera Bleisen,Aceite,,,3.961,0.9169,09:12*,120.0,Duplicado,,,,,
2024-01-30,18:30:00,Gustavo,,Dewatering,,,5.936,0.247,31:18*,120.0,,,,,,
2024-01-30,19:35:00,Gustavo,,Salida a laguna,,,5.228,0.0413,17:46*,120.0,,,,,,
2024-01-31,08:20:00,Agustín,,Purín,,,5.538,0.0152,24:48*,120.0,,,,,,
2024-01-31,12:20:00,Agustín,,Lactosa,N°214,,8.418,0.1235,33:20*,120.0,,,,,,
2024-01-31,14:18:00,Agustín,,Buffer tank,,,5.67,0.0365,23:46*,120.0,,,,,,
2024-01-31,19:45:00,Gustavo,,Contenido ruminal,N°213,,8.886,0.1723,42:50*,120.0,,,,,,
2024-01-31,20:35:00,Gustavo,,Lactosa,N°215,,10.366,0.1234,37:10*,120.0,,,,,,
2024-01-31,22:00:00,Gustavo,,Biodigestor 040,,,7.291,0.0477,27:16*,120.0,,,,,,
2024-01-31,22:20:00,Gustavo,,Biodigestor 050,,,6.313,0.0594,28:50*,120.0,,,,,,
2024-02-01,05:22:00,Andres,,Biodigestor 050,,,3.2,0.0503,20:14:00,120.0,,,,,,
2024-02-01,06:00:00,Andres,,Biodigestor 040,,,3.685,0.045,23:32:00,120.0,,,,,,
2024-02-01,11:26:00,Agustín,,Lactosa,N°216,,8.651,0.1209,"1 day, 7:28:00",120.0,,,,,,
2024-02-01,14:30:00,Agustín,,Purín,,,7.713,0.0201,20:31:00,120.0,,,,,,
2024-02-01,16:20:00,Gustavo,,Silo ingreso biomix,,,5.49,0.3816,30:40*,120.0,,,,,,
2024-02-01,17:03:00,Gustavo,,Buffer tank,,,4.62,0.0441,18:10*,120.0,,,,,,
2024-02-01,17:03:00,Gustavo,,Dewatering,,,5.581,0.0489,29:00*,120.0,,,,,,
2024-02-02,11:44:00,Leonardo,,Suero,N°218,,3.66,0.0566,14:42:00,120.0,,,,,,
2024-02-02,12:14:00,Leonardo,,Lactosa,N°219,,3.388,0.1189,15:06:00,120.0,,,,,,
2024-02-02,16:20:00,Gustavo,,Lactosa,N°220,,6.943,0.1214,25:26*,120.0,,,,,,
2024-02-02,18:20:00,Gustavo,,Buffer tank,,,4.85,0.0751,17:28*,120.0,,,,,,
2024-02-02,19:20:00,Gustavo,,Contenido ruminal,N°221,,4.603,0.194,26:26*,120.0,,,,,,
2024-02-02,20:30:00,Gustavo,,Dewatering,,,3.839,0.2675,26:26*,120.0,,,,,,
2024-02-02,21:10:00,Gustavo,,Salida a laguna,,,4.736,0.0389,21:14*,120.0,,,,,,
2024-02-03,11:44:00,Leonardo,,Lactosa,N°222,,3.534,0.115,13:18:00,120.0,,,,,,
2024-02-03,13:00:00,Leonardo,,Buffer tank,,,3.684,0.0712,18:11:00,120.0,,,,,,
2024-02-03,13:53:00,Leonardo,,Goma vegetal ,N°223,,8.451,0.5732,55:11*,120.0,,,,,,
2024-02-03,19:30:00,Gustavo,,Silo ingreso biomix,,,3.874,0.3797,19:14*,120.0,,,,,,
2024-02-04,08:00:00,Leonardo,,Suero,N°224,,4.179,0.0579,15:32:00,120.0,,,,,,
2024-02-04,20:30:00,Andres,,Buffer tank,,,4.258,0.047,17:08:00,120.0,,,,,,
2024-02-04,21:12:00,Andres,,Salida a laguna,,,4.255,0.0421,19:30:00,120.0,,,,,,
2024-02-05,14:00:00,Leonardo,,Buffer tank,,,3.673,0.0353,17:12:00,120.0,,,,,,
2024-02-06,18:00:00,Andes,,Silo ingreso biomix,,,5.202,0.3777,"1 day, 12:00:00",120.0,,,,,,
2024-02-06,20:45:00,Andes,,Dewatering,,,7.995,0.0565,"1 day, 9:01:00",120.0,,,,,,
2024-02-06,21:30:00,Andes,,Biodigestor 050,,,3.617,0.0456,14:22:00,120.0,,,,,,
2024-02-06,15:30:00,Andres,,Contenido ruminal,N°225,,5.078,0.1723,46.34,120.0,,,,,,
2024-02-06,17:00:00,Andres,,Contenido ruminal,N°225,,5.054,0.164,51.52,120.0,Duplicado,,,,,
2024-02-06,18:21:00,Andres,,Suero,N°226,,4.292,0.0452,17.54,120.0,,,,,,
2024-02-06,19:30:00,Andres,,Suero,N°227,,5.46,0.054,19:3*,120.0,,,,,,
2024-02-06,22:00:00,Andres,,Lactosa,N°228,,3.678,0.1063,15:56*,120.0,,,,,,
2024-02-07,10:00:00,Gonzalo,,Silo 7 (grano),,,1.173,0.6121,15:08:00,120.0,,,,,,
2024-02-07,11:00:00,Gonzalo,,Silo 7 (fibra),,,2.234,0.3418,16:44:00,120.0,,,,,,
2024-02-07,01:30hs,Gustavo,,Buffer tank,,,4.461,0.0556,21:02*,120.0,,,,,,
2024-02-07,05:00hs,Gustavo,,Biodigestor 050,,,6.473,0.0599,30:16*,120.0,,,,,,
2024-02-07,05:45hs,Gustavo,,Biodigestor 040,,,6.878,0.0506,26:00*,120.0,,,,,,
2024-02-07,18:00:00,Andres,,Contenido ruminal,N°230,,3.2,0.0399,16:48:00,120.0,,,,,,
2024-02-07,19:00:00,Andres,,Contenido ruminal,,,5.944,0.2222,54:04*,120.0,,,,,,
2024-02-07,20:00:00,Andres,,Contenido ruminal,,,3.477,0.232,13:20*,120.0,Duplicado,,,,,
2024-02-07,21:00:00,Andres,,Suero,N°231,,6.057,0.0509,25:02*,120.0,,,,,,
2024-02-07,15:00:00,Leonardo ,,Lactosa,N°229,,3.189,0.1261,17:16:00,120.0,,,,,,
2024-02-07,22:00hs,Andres,,Lactosa,N°232,,4.491,0.1152,16:06*,120.0,,,,,,
2024-02-08,01:50am,Gustavo,,Buffer tank,,,4.792,0.0695,18:00*,120.0,,,,,,
2024-02-08,05:20am,Gustavo,,Biodigestor 050,,,5.041,0.0587,22:44*,120.0,,,,,,
2024-02-08,06:05am,Gustavo,,Biodigestor 040,,,4.747,0.0487,16:26*,120.0,,,,,,
2024-02-08,15:30:00,Andres,,Biodigestor 050,,,6.364,0.052,20:30*,120.0,,,,,,
2024-02-08,16:12:00,Andres,,Biodigestor 040,,,4.128,0.0336,20:28*,120.0,,,,,,
2024-02-09,01:30:00,Gustavo,,Purín,,,4.537,0.0068,17:28*,120.0,,,,,,
2024-02-09,3:10am,Gustavo,,Silo ingreso biomix,,,4.195,0.3097,23:16*,120.0,,,,,,
2024-02-09,03:45am,Gustavo,,Dewatering,,,3.907,0.2485,37:36*,120.0,,,,,,
2024-02-09,04:35am,Gustavo,,Salida a laguna,,,4.41,0.0302,17:58*,120.0,,,,,,
2024-02-09,21:00:00,Gustavo,,Lactosa,N°233,,8.849,0.1143,29:10*,120.0,,,,,,
2024-02-09,22:30:00,Gustavo,,Buffer tank,,,5.912,0.058,19:56:00,120.0,,,,,,
2024-02-09,03:45:00,Andres,,silo 6,,,4.331,0.7746,"1 day, 1:04:00",120.0,,,,,,
2024-02-09,11:30:00,Cristian,,Buffer tank,,,3.61,0.16,11:30*,120.0,,,,,,
2024-02-09,11:58:00,Cristian,,Purín,,,4.08,0.0066,24:26*,120.0,,,,,,
2024-02-10,02:46:00,Gustavo,,Dewatering,,,5.188,0.0441,22:06*,120.0,,,,,,
2024-02-10,05:00:00,Gustavo,,Biodigestor 050,,,5.052,0.0475,16:26:00,120.0,,,,,,
2024-02-10,05:30:00,Gustavo,,Biodigestor 040,,,5.701,0.0475,22:42:00,120.0,,,,,,
2024-02-10,09:10am,Cristian,,Purín,,,4.45,0.0186,22:50*,120.0,,,,,,
2024-02-10,10:30am,Cristian,,Biodigestor 040,,,8.04,0.053,44:42*,120.0,,,,,,
2024-02-10,11:17am,Cristian,,Biodigestor 050,,,3.78,0.0417,27:40*,120.0,,,,,,
2024-02-10,12:11am,Cristian,,Buffer tank,,,3.75,0.016,21:06*,120.0,,,,,,
2024-02-10,18:00:00,Leonardo ,,Dewatering,,,5.059,0.0433,20:57:00,120.0,,,,,,
2024-02-10,18:32:00,Leonardo ,,Salida a laguna,,,3.039,0.0454,19:23:00,120.0,,,,,,
2024-02-11,00:35:00,Gustavo,,Silo ingreso biomix,,,3.86,0.3927,22:12*,120.0,,,,,,
2024-02-11,05:10:00,Gustavo,,Biodigestor 050,,,4.512,0.037,16:34*,120.0,,,,,,
2024-02-11,05:45:00,Gustavo,,Biodigestor 040,,,5.42,0.0245,21:12*,120.0,,,,,,
2024-02-11,10:42am,Cristian,,Buffer tank,,,3.44,0.0189,24:15*,120.0,,,,,,
2024-02-11,12:19am,Cristian,,Purín,,,3.86,0.0142,44:12*,120.0,,,,,,
2024-02-11,17:00:00,Leonardo,,Silo 7,,,10.395,0.3789,52:46*,120.0,,,,,,
2024-02-11,11:00:00,Leonardo,,Lactosa,N°233,,3.454,0.1197,18:30*,120.0,,,,,,
2024-02-12,23:50:00,Gustavo,,Buffer tank,,,5.068,0.0351,24:30*,120.0,,,,,,
2024-02-12,00:45:00,Gustavo,,Dewatering,,,4.261,0.2542,39:44*,120.0,,,,,,
2024-02-12,05:00:00,Gustavo,,Biodigestor 050,,,5.28,0.0489,27:20*,120.0,,,,,,
2024-02-12,05:30:00,Gustavo,,Biodigestor 040,,,6.647,0.0518,32:02*,120.0,,,,,,
2024-02-12,11:05am,Cristian,,Buffer tank,,,3.36,0.0229,14:14*,120.0,,,,,,
2024-02-12,11:28am,Cristian,,Purín,,,4.76,0.012,28:30*,120.0,,,,,,
2024-02-13,06:00:00,Andres,,Silo ingreso biomix,,,5.308,0.3814,"1 day, 21:38:00",120.0,,,,,,
2024-02-13,8:49am,Cristian,,Silo ingreso biomix,,,11.01,0.354,79:02*,120.0,,,,,,
2024-02-13,12:39am,Cristian,,Biodigestor 050,,,6.3,0.0505,33:14*,120.0,,,,,,
2024-02-13,13:13am,Cristian,,Biodigestor 040,,,4.38,0.0426,26:32*,120.0,,,,,,
2024-02-13,13:45am,Cristian,,Buffer tank,,,3.31,0.0136,26:10*,120.0,,,,,,
2024-02-13,14:44am,Cristian,,Purín,,,3.51,0.0125,19:20:00,120.0,,,,,,
2024-02-13,18:00:00,Leonardo,,Lactosa,N°234,,3.889,0.1114,17:48:00,120.0,,,,,,
2024-02-14,04:30:00,Andres,,Biodigestor 040,,,5.424,0.0417,"1 day, 5:02:00",120.0,,,,,,
2024-02-14,05:15:00,Andres,,Biodigestor 050,,,5.574,0.0434,"1 day, 0:50:00",120.0,,,,,,
2024-02-14,08:45:00,Gustavo,,Silo ingreso biomix,,,5.989,0.2762,29:50*,120.0,,,,,,
2024-02-14,09:36:00,Gustavo,,Buffer tank,,,3.803,0.0195,18:32*,120.0,,,,,,
2024-02-14,13:35:00,Gustavo,,Lactosa,N°235,,5.858,0.1145,23:32*,120.0,,,,,,
2024-02-14,19:00:00,Leonardo,,Goma vegetal ,N°236,,3.902,0.5812,45:43*,120.0,,,,,,
2024-02-14,19:00:00,Leonardo,,Suero,N°237,,3.329,0.0523,14:14:00,120.0,,,,,,
2024-02-14,19:00:00,Leonardo,,Suero,N°238,,4.753,0.0558,23:00:00,120.0,,,,,,
2024-02-15,08:50:00,Gustavo,,Silo 7,,,7.269,0.3084,42:12*,120.0,,,,,,
2024-02-15,09:20:00,Gustavo,,Biodigestor 050,,,3.882,0.0471,20:22*,120.0,,,,,,
2024-02-15,10:00:00,Gustavo,,Biodigestor 040,,,6.373,0.0549,35:52*,120.0,,,,,,
2024-02-15,10:45:00,Gustavo,,Lactosa,N°239,,8.868,0.1177,32:56*,120.0,,,,,,
2024-02-15,11:20:00,Gustavo,,Buffer tank,,,4.82,0.0705,23:02*,120.0,,,,,,
2024-02-15,13:50:00,Gustavo,,Contenido ruminal,N°240,,8.903,0.1637,42:52*,120.0,,,,,,
2024-02-15,14:45:00,Gustavo,,Lactosa,N°241,,6.943,0.1099,24:24*,120.0,,,,,,
2024-02-15,18:00:00,Leonardo,,Suero,N°242,,3.329,0.0523,14:14:00,120.0,,,,,,
2024-02-15,20:14:00,Leonardo,,Silo 7 (grano),,,5.325,0.6311,"1 day, 4:32:00",120.0,,,,,,
2024-02-15,21:00:00,Leonardo,,Silo 7 (fibra),,,2.278,0.3622,17:12:00,120.0,,,,,,
2024-02-16,04:30:00,Andres,,Biodigestor 050,,,7.331,0.0468,23:38:00,120.0,,,,,,
2024-02-16,05:00:00,Andres,,Biodigestor 040,,,3.816,0.043,"1 day, 1:22:00",120.0,,,,,,
2024-02-16,07:30:00,Gustavo,,Silo ingreso biomix,,,3.634,0.393,26:08*,120.0,,,,,,
2024-02-16,09:50:00,Gustavo,,Lactosa,N°243,,,0.0916,"1 day, 6:30:00",120.0,,,,,,
2024-02-16,11:30:00,Gustavo,,Buffer tank,,,5.565,0.0882,21:12*,120.0,,,,,,
2024-02-16,12:00:00,Gustavo,,Suero,N°244,,7.416,0.0522,28:00*,120.0,,,,,,
2024-02-16,13:27:00,Gustavo,,Suero,N°245,,6.942,0.065,23:20*,120.0,,,,,,
2024-02-16,17:24:00,Cristian,,Lactosa,N°247,,5.41,0.1199,21:00*,120.0,,,,,,
2024-02-16,18:23:00,Cristian,,Goma vegetal ,N°246,,11.23,0.4674,47:38*,120.0,,,,,,
2024-02-16,19:33:00,Cristian,,Glicerol,,,1.94,0.8844,14:06*,120.0,,,,,,
2024-02-16,19:53:00,Cristian,,Silo 7,,,8.78,0.5012,46:06*,120.0,,,,,,
2024-02-16,22:30:00,Cristian,,Suero,N°249,,6.542,0.0564,"1 day, 1:36:00",120.0,,,,,,
2024-02-17,03:30:00,Andres,,Biodigestor 040,,,3.625,0.0462,22:10:00,120.0,,,,,,
2024-02-17,04:45:00,Andres,,Biodigestor 050,,,4.597,0.045,"1 day, 0:30:00",120.0,,,,,,
2024-02-17,00/01/1900  6:00:00,Andres,,Buffer tank,,,3.678,0.042,17:01:00,120.0,,,,,,
2024-02-17,08:15:00,Gustavo,,Lactosa,N°250,,11.618,0.1224,45:34*,120.0,,,,,,
2024-02-17,09:20:00,Gustavo,,Buffer tank,,,3.823,0.0821,17:20*,120.0,,,,,,
2024-02-17,11:00:00,Gustavo,,Silo 7,,,7.443,0.4384,36:40*,120.0,,,,,,
2024-02-17,18:29:00,Cristian,,Dewatering,,,6.18,0.0469,24:18*,120.0,,,,,,
2024-02-17,19:56:00,Cristian,,Salida a laguna,,,6.69,0.0424,24:28*,120.0,,,,,,
2024-02-17,20:34:00,Cristian,,Silo 7 (grano),,,8.71,0.4196,39:15*,120.0,,,,,,
2024-02-18,04:30:00,Andres,,Biodigestor 050,,,6.336,0.0477,"1 day, 6:16:00",120.0,,,,,,
2024-02-18,05:10:00,Andres,,Biodigestor 040,,,8.186,0.0453,"1 day, 7:18:00",120.0,,,,,,
2024-02-18,08:20:00,Gustavo,,Silo 7,,,9.463,0.3675,67:02*,120.0,,,,,,
2024-02-18,10:15:00,Gustavo,,Lactosa,N°251,,8.815,0.1239,36:18*,120.0,,,,,,
2024-02-18,11:00:00,Gustavo,,Buffer tank,,,4.215,0.0909,20:02*,120.0,,SETPOINT ENC 50 APAG 70,SET PRESION 15MBAR,,,
2024-02-18,12:20:00,Gustavo,,Salida a laguna,,,3.816,0.0189,17:58*,120.0,NIVEL ACTUAL 63%,,,,,
2024-02-18,13:00:00,Gustavo,,Bioabono,,,5.56,0.2793,32:32*,120.0,,,,,,
2024-02-18,14:45:00,Gustavo,,Suero,N°252,,1.36,0.0584,35:32*,120.0,,,,,,
2024-02-18,16:30:00,Cristian,,Purín,,,5.43,0.0254,27:42*,120.0,,,,,,
2024-02-18,17:12:00,Cristian,,Biodigestor 040,,,5.13,0.041,25:36*,120.0,,,,,,
2024-02-18,17:44:00,Cristian,,Biodigestor 050,,,5.89,0.0501,26:20*,120.0,,,,,,
2024-02-18,18:55:00,Cristian,,Silo 7,,,8.27,0.4453,45:58*,120.0,,,,,,
2024-02-19,07:30:00,Gustavo,,Lactosa,N°253,,8.331,0.1205,34:52*,120.0,,,,,,
2024-02-19,10:30:00,Gustavo,,Suero,N°254,,7.966,0.0531,29:38*,120.0,,,,,,
2024-02-19,11:00:00,Andres,,Silo ingreso biomix,,,3.893,0.4983,25:00*,120.0,,,,,,
2024-02-19,11:20:00,Andres,,Dewatering,,,5.566,0.0395,20:00:00,120.0,,,,,,
2024-02-19,12:00:00,Andres,,Buffer tank,,,6.625,0.0513,23:12:00,120.0,,,,,,
2024-02-19,12:20:00,Andres,,Purín,,,6.338,0.0131,"1 day, 3:14:00",120.0,,,,,,
2024-02-19,09:30:00,Andres,,Contenido ruminal,N°248,,4.631,0.3537,"1 day, 11:30:00",120.0,,,,,,
2024-02-19,18:41:00,Cristian,,Silo 7,,,8.73,0.4919,40:26*,120.0,,SETPOINT ENC 50 APAG 70,"SET PRESION 15,29MBAR",,,
2024-02-19,20:16:00,Cristian,,Dewatering,,,4.19,0.0474,21:26*,120.0,NIVEL ACTUAL 58%,,,,,
2024-02-19,20:45:00,Cristian,,Salida a laguna,,,4.1,0.0419,24:50*,120.0,,,,,,
2024-02-19,19:30:00,Cristian,,Biodigestor 050,,,4.63,0.0466,24:52*,120.0,,,,,,
2024-02-20,04:30:00,Leonardo,,Silo 7,,,8.874,0.4724,"2 days, 18:24:00",120.0,,,,,,
2024-02-20,05:10:00,Leonardo,,Silo 7,,,8.802,0.5139,"2 days, 1:46:00",120.0,,,,,,
2024-02-20,06:00:00,Leonardo,,Silo 7,,,8.956,0.5302,"2 days, 1:44:00",120.0,,,,,,
2024-02-20,08:16:00,Agustín/andres,,Silo 7 ,,,2.829,0.4885,35:20*,120.0,,,,,,
2024-02-20,09:36:00,Agustín/andres,,Suero,N°255,,7.961,0.0563,33:16*,120.0,,,,,,
