Fecha_Unnamed: 0_level_1,Hora_Unnamed: 1_level_1,Responsable_Unnamed: 2_level_1,Calidad Gas BIO 040_CO2,Columna1_CH4,Columna2_O2,Columna3_H2S,Calidad Gas BIO 050_CO2,Columna4_CH4,Columna5_O2,Columna6_H2S,Calidad de biogás ingreso al CHP_CO2,Columna7_CH4,Columna8_O2,Columna9_H2S,"Datos de consumo del motor_Caudal másico
 SCADA (kg/h)","Columna10_Caudal CHP
(l/s)","Columna11_Potencia 
exacta (kW)","Eficiencia y biogás_Consumo
 (m3/MW)","Columna12_Biogás generado
 (m3/d)","Columna13_Biogás 
generado (m3/h)","Columna14_LHV
(kWh/m3)",Columna15_Energía entregada a CHP (kW),"Columna16_η
eléctrico (%)",Columna17_Unnamed: 24_level_1,Columna18_Unnamed: 25_level_1,Columna19_Unnamed: 26_level_1
,,,040AIT01,040AIT02,040AIT03,040AIT04,050AIT01,050AIT02,050AIT03,050AIT04,080AIT01,080AIT02,080AIT03,080AIT04,090FIT01,,,,,,,,,,,
2023-10-19,00:23am,Agustín,0.4431,0.5222,0.0016,111,0.4454,0.5163,0.0028,65,0.4464,0.5161,0.0022,47,1064.785,164.8,1124.0,527.829181494662,15527.240762989324,646.9683651245551,5.145791236907731,3052.895025032619,0.36817512255862467,,,
2023-10-20,00:08am,Agustín,0.4579,0.5124,0.0025,96,0.4515,0.5104,0.0037,62,0.4514,0.5137,0.0028,45,1071.644,166.7,1124.0,533.914590747331,15694.552873665481,653.939703069395,5.121861961634376,3073.7318004160215,0.36567926969030595,,,
2023-10-21,00:24am,Agustín,0.4609,0.5097,0.0029,125,0.4551,0.505,0.0039,116,0.457,0.5092,0.0029,97,1156.255,179.1,1198.0,538.1969949916528,14754.245442070118,614.7602267529215,5.076994570496834,3273.4430192735385,0.3659755165879952,,,
2023-10-22,00:17am,Agustín,0.4338,0.5206,0.0031,58,0.4342,0.5136,0.0045,58,0.4349,0.5157,0.0039,41,808.172,126.3,825.0,551.1272727272727,11671.569464727274,486.3153943636364,5.141803024362172,2337.8749991169925,0.3528845641069774,,,
2023-10-23,00:30am,Agustín,0.4426,0.5084,0.0034,67,0.4325,0.5083,0.0046,37,0.4335,0.51,0.0042,16,816.992,129.7,826.0,565.2784503631962,12520.273258111381,521.6780524213076,5.084970995587954,2374.274657259927,0.3478957236368178,,,
2023-10-24,00:30am,Leonardo,0.4359,0.5149,0.0027,46,0.44,0.5133,0.0039,21,0.434,0.5106,0.0035,11,830.472,130.3,825.0,568.5818181818182,11755.747496727276,489.8228123636365,5.090953314406293,2388.064380721704,0.34546807308045624,,,
2023-10-25,00:42am,Leonardo,0.4349,0.5134,0.0036,31,0.4351,0.5093,0.0042,11,0.435,0.5098,0.0039,8,819.656,129.7,826.0,565.2784503631962,10235.089900242132,426.4620791767555,5.082976889315173,2373.3435691590403,0.34803220685519254,,,
2023-10-26,01:00am,Leonardo,0.4098,0.5416,0.0041,139,0.4262,0.5212,0.0046,39,0.4269,0.5245,0.0042,11,799.976,123.2,823.0,538.9064398541921,7888.754974483598,328.69812393681656,5.229543700364474,2319.4072219856516,0.3548320416521887,,,
2023-10-27,00:24am,Leonardo,0.3745,0.5694,0.0054,1045,0.3994,0.5428,0.0044,146,0.3979,0.546,0.0039,100,1090.357,148.0,1067.0,499.34395501405817,7843.919550140582,326.8299812558576,5.44391012468828,2900.515314433916,0.3678656667283423,,,
2023-10-28,01:00am,Leonardo,0.3625,0.5568,0.0105,444,0.3842,0.5433,0.0092,595,0.3834,0.5438,0.0091,311,775.76,117.7,827.0,512.3579201934704,8082.528168319226,336.7720070133011,5.421974955687704,2297.3992282239938,0.35997226334898397,,,
2023-10-29,01:00am,Leonardo,0.4326,0.5141,0.0061,814,0.4217,0.5265,0.0056,948,0.4209,0.5252,0.0073,745,739.906,117.4,751.0,562.769640479361,10135.633172836222,422.31804886817594,5.2365230723192004,2213.164111284987,0.33933317288610887,,,
2023-10-30,00:50am,Cristián,0.438,0.5085,0.007,836,0.4285,0.5198,0.0079,788,0.4182,0.5109,0.0099,517,752.264,119.4,750.0,573.1200000000001,9729.726422400001,405.40526760000006,5.093944473815461,2189.5810926248378,0.3425312734596694,,,
2023-10-31,00:50am,Cristián,0.4175,0.5163,0.0069,537,0.4202,0.5132,0.0073,582,0.4109,0.507,0.0093,377,794.614,127.1,794.0,576.272040302267,10002.451769773299,416.7688237405541,5.055059401496258,2312.992979748628,0.34327817116258197,,,
2023-11-01,00:50am,Cristián,0.4125,0.5329,0.0082,180,0.4207,0.5232,0.0083,330,0.4139,0.5232,0.0077,226,773.332,119.5,794.0,541.8136020151134,9582.401584382873,399.2667326826197,5.216582009591407,2244.173580526223,0.35380507412168166,,,
2023-11-02,00:50am,Cristián,0.412,0.5265,0.0089,150,0.4127,0.5232,0.0092,222,0.4127,0.5265,0.0086,116,769.358,117.8,794.0,534.1057934508816,10892.943448866497,453.87264370277074,5.249484763092268,2226.201498332169,0.35666133573032394,,,
2023-11-03,00:30am,Agustín,0.4203,0.532,0.0074,439,0.4292,0.5182,0.0081,269,0.4283,0.5198,0.0075,203,866.887,132.7,901.0,530.2108768035516,10469.199336293008,436.21663901220865,5.182682202954153,2475.870941995258,0.3639123448308259,,,
2023-11-04,,Jason,0.4325,0.5203,0.0088,363,0.435,0.5175,0.009,203,0.4341,0.5197,0.0084,134,788.977,116.5,795.0,527.5471698113208,9841.207811320757,410.0503254716982,5.181685149817764,2173.1987518335704,0.365820199063359,,,
2023-11-05,00:15am,Jason,0.4217,0.5253,0.0093,373,0.4361,0.514,0.0088,182,0.4358,0.5178,0.0082,120,813.158,125.3,825.0,546.7636363636364,10628.669550545455,442.8612312727273,5.162741140226358,2328.8092735333057,0.3542582938740609,,,
2023-11-06,00:12am,Jason,0.4075,0.5288,0.0083,428,0.4407,0.5053,0.0078,49,0.4221,0.5187,0.0078,281,1000.804,154.2,1050.0,528.6857142857143,11616.557430857145,484.0232262857144,5.171714618453866,2870.9222189961097,0.36573613630227814,,,
2023-11-07,00:09am,Jason,0.4325,0.5136,0.0064,373,0.4552,0.5021,0.0049,77,0.441,0.5102,0.0054,246,863.975,135.8,868.0,563.2258064516129,10014.988412903225,417.2911838709677,5.0869651018607325,2486.915498997675,0.3490267362722369,,,
2023-11-08,00:13am,Jason,0.4236,0.5149,0.007,130,0.4462,0.5056,0.005,72,0.4209,0.5151,0.007,107,1289.823,201.2,1351.0,536.1361954108069,11952.502390525537,498.02093293856404,5.135820705543833,3719.9776534395087,0.3631742246491344,,,
2023-11-09,00:04am,Jason,0.4154,0.5193,0.0066,134,0.454,0.5017,0.0034,90,0.4352,0.5171,0.0052,149,950.852,150.4,975.0,555.323076923077,14005.603406769233,583.5668086153847,5.155761768271629,2791.5356518129906,0.3492701228324906,,,
2023-11-10,00:13am,Jason,0.4326,0.512,0.0064,105,0.4575,0.509,0.0033,126,0.4415,0.5135,0.0049,111,1010.578,159.0,1052.0,544.106463878327,15214.343030418251,633.9309596007605,5.119867855361596,2930.6123604089776,0.35896934518258483,,,
2023-11-11,00:07am,Agustín,0.4386,0.5047,0.0064,191,0.4473,0.5115,0.004,54,0.4421,0.5088,0.0051,208,890.682,140.0,898.0,561.2472160356348,16332.428685968822,680.5178619153676,5.073006357951275,2556.7952044074427,0.3512209341021971,,,
2023-11-12,00:12am,Agustín,0.4332,0.5033,0.006,174,0.44454,0.5073,0.0035,81,0.4387,0.5067,0.0046,110,1103.221,173.0,1125.0,553.6000000000001,15602.175232000003,650.0906346666668,5.05206824208709,3146.42810117184,0.3575482940738454,,,
2023-11-13,00:15am,Agustín,0.4323,0.5086,0.0068,170,0.4728,0.503,0.002,92,0.4555,0.5113,0.004,99,1275.526,202.8,1317.0,554.3507972665149,16328.463712072895,680.352654669704,5.097932686361021,3721.898695658454,0.35385165145313147,,,
2023-11-14,00:21am,Agustín,0.4374,0.5082,0.0062,106,0.4487,0.5207,0.0017,93,0.4429,0.5179,0.0027,110,1004.793,158.9,1050.0,544.8000000000001,13555.070736000001,564.794614,5.163738193362747,2953.864796131226,0.35546650658324636,,,
2023-11-15,00:17am,Agustín,0.4293,0.5104,0.0069,114,0.4427,0.5272,0.0025,160,0.4416,0.5268,0.0041,149,796.108,123.8,825.0,540.2181818181818,14498.613259636362,604.1088858181818,5.252475922501439,2340.9234691404413,0.3524250198161882,,,
2023-11-16,00:12am,Agustín,0.4321,0.5145,0.0066,229,0.4544,0.5301,0.0025,279,0.4433,0.5237,0.0036,279,1264.336,194.4,1342.0,521.4903129657228,16566.71469210134,690.2797788375559,5.2215672752733555,3654.2616419273054,0.36724245045907866,,,
2023-11-17,00:15am,Leonardo,0.4282,0.5102,0.0066,88,0.4555,0.5187,0.0015,163,0.4472,0.517,0.0025,98,1069.455,169.6,1125.0,542.72,15564.0644608,648.5026858666666,5.154764715135239,3147.293144472971,0.35745002081411975,,,
2023-11-18,00:35am,Leonardo,0.4513,0.4946,0.0065,150,0.4592,0.5469,0.0017,232,0.4599,0.5206,0.0019,100,1405.256,227.9,1498.0,547.6902536715621,17328.62935033378,722.0262229305741,5.190658628045271,4258.623964793463,0.35175681449786117,,,
2023-11-19,00:21am,Leonardo,0.4412,0.5048,0.0067,150,0.4564,0.5208,0.0014,304,0.4488,0.5147,0.0034,88,1339.136,212.5,1424.0,537.2191011235955,16648.14596207865,693.6727484199438,5.1318324929982735,3925.8518571436794,0.36272382448889845,,,
2023-11-20,00:16am,Leonardo,0.4269,0.5141,0.0073,157,0.4499,0.531,0.0015,214,0.4397,0.5241,0.0035,160,1061.955,168.1,1124.0,538.3985765124555,15302.504325266904,637.604346886121,5.225555487818914,3162.297159008494,0.35543781734681085,,,
2023-11-21,00:12am,Leonardo,0.4193,0.5179,0.0074,165,0.4377,0.5346,0.002,221,0.4358,0.5364,0.003,173,1119.159,172.2,1199.0,517.0308590492076,13139.987701751457,547.4994875729774,5.348193023594859,3315.4518191869247,0.36164000123942097,,,
2023-11-22,00:17am,Leonardo,0.4132,0.534,0.0056,152,0.4317,0.5299,0.0019,231,0.4245,0.5317,0.002,157,766.733,119.4,794.0,541.360201511335,12620.210672040304,525.8421113350126,5.301331526184538,2278.7243432151618,0.34844056604043083,,,
2023-11-23,00:22am,Cristián,0.4093,0.5193,0.0069,169,0.429,0.5312,0.0018,170,0.4146,0.5257,0.0039,206,984.509,155.1,1049.0,532.278360343184,15297.291513060058,637.3871463775024,5.24150833800115,2926.6485956063225,0.358430459186261,,,
2023-11-24,00:30am,Cristián,0.425,0.517,0.0056,95,0.4503,0.5208,0.0022,219,0.4352,0.5183,0.0037,162,1051.779,165.5,1108.0,537.7256317689531,15336.720097472924,639.0300040613719,5.167726405908306,3078.931392640169,0.3598651151008257,,,
2023-11-25,00:25am,Cristián,0.4378,0.5239,0.0034,125,0.4426,0.5249,0.0021,181,0.4294,0.5188,0.0044,175,775.46,145.4,976.0,536.3114754098361,16327.112591803281,680.2963579918033,5.172711671590255,2707.6041973772035,0.36046627529438374,,,
2023-11-26,00:15am,Cristián,0.4179,0.52,0.0071,155,0.4508,0.5192,0.002,156,0.4427,0.5221,0.0028,144,874.308,135.3,901.0,540.599334073252,16438.095853052164,684.9206605438402,5.2056144250911185,2535.550674173382,0.35534687165885026,,,
2023-11-27,00:29m,Cristián,0.4249,0.5154,0.007,147,0.4566,0.5177,0.0017,132,0.4515,0.5184,0.0022,84,1161.37,179.4,1200.0,538.2,16832.721672000003,701.3634030000002,5.1687234590446955,3338.1683587894263,0.3594785735837408,,,
2023-11-28,00:30m,Cristián,0.4273,0.5104,0.0063,113,0.4531,0.5154,0.0014,144,0.4405,0.513,0.0031,85,815.665,129.1,824.0,564.0291262135922,15806.538362621359,658.6057651092233,5.114882589679647,2377.1928323795128,0.3466273281562926,,,
2023-11-29,00:06am,jason,0.4237,0.5124,0.0056,133,0.4423,0.5231,0.0012,163,0.4367,0.522,0.0019,127,1145.31,178.2,1199.0,535.045871559633,15858.941548623854,660.7892311926606,5.20461737195473,3338.866136456398,0.3591039445721898,,,
2023-11-30,00:13am,jason,0.4201,0.5133,0.0055,172,0.4323,0.5215,0.0017,102,0.4239,0.5177,0.0036,141,1278.58,200.2,1341.0,537.4496644295302,14951.763672483223,622.9901530201342,5.161744087089968,3720.1721984474816,0.36046718497590835,,,
2023-12-01,00:17am,jason,0.4325,0.5193,0.0051,120,0.4504,0.5099,0.0037,98,0.4362,0.5161,0.0042,81,1087.874,170.5,1125.0,545.6000000000001,14475.499104000004,603.1457960000001,5.145791236907731,3158.4866612139654,0.3561832360462165,,,
2023-12-02,00:12am,jason,0.4269,0.5224,0.0051,117,0.4461,0.5088,0.0045,121,0.435,0.5179,0.0046,103,942.779,138.6,981.0,508.62385321100913,12190.72703119266,507.9469596330275,5.163738193362747,2576.498808960276,0.3807492542159855,,,
2023-12-03,00:10am,jason,0.4159,0.5229,0.0065,111,0.4332,0.5258,0.0052,61,0.4192,0.5254,0.0044,79,794.013,123.4,796.0,558.0904522613065,15869.966137688441,661.2485890703517,5.238517178591981,2327.158871417702,0.342047983821181,,,
2023-12-04,00:08am,jason,0.4323,0.5158,0.0049,109,0.4379,0.5178,0.0037,79,0.4331,0.517,0.0043,75,911.778,140.1,902.0,559.1574279379158,16586.661420399116,691.1108925166299,5.154764715135239,2599.857131725609,0.3469421411634698,,,
2023-12-05,00:15am,Agustín,0.4442,0.5156,0.0041,55,0.4484,0.5173,0.0037,138,0.4407,0.518,0.0039,72,1276.827,198.6,1347.0,530.7795100222718,16006.22405879733,666.9260024498888,5.164735246499138,3692.579111837024,0.3647856848028044,,,
2023-12-06,00:23am,Agustín,0.4515,0.5133,0.0047,47,0.4606,0.5245,0.0035,208,0.4522,0.516,0.0038,67,1282.762,198.4,1345.0,531.0334572490706,14986.73595479554,624.4473314498142,5.1447941837713405,3674.617797816842,0.36602446131923955,,,
2023-12-07,00:06am,Agustín,0.4408,0.5239,0.0048,79,0.4516,0.5176,0.0031,120,0.4428,0.5207,0.0035,115,1253.747,194.1,1341.0,521.0738255033557,16289.346177181209,678.7227573825504,5.191655681181662,3627.721323782498,0.36965353187652966,,,
2023-12-08,00:18am,Agustín,0.4438,0.5152,0.0041,60,0.4599,0.5134,0.0025,81,0.4484,0.517,0.0031,76,1293.564,202.2,1343.0,542.0104244229336,16771.84591094564,698.8269129560684,5.154764715135239,3752.256331441243,0.3579179782432809,,,
2023-12-09,00:16am,Agustín,0.4423,0.5147,0.0039,62,0.4545,0.5157,0.0027,95,0.4457,0.5166,0.0032,66,1276.835,200.0,1341.0,536.9127516778524,16571.95167785235,690.4979865771812,5.150776502589679,3708.5590818645687,0.36159596500907826,,,
2023-12-10,00:10am,Agustín,0.4457,0.5121,0.0044,55,0.4518,0.5136,0.003,82,0.444,0.5114,0.0039,72,1274.365,201.7,1345.0,539.8661710037175,17231.87494037175,717.9947891821562,5.09892973949741,3702.4348624438594,0.36327445315599916,,,
2023-12-11,00:12am,Leonardo,0.4479,0.5045,0.0045,84,0.4537,0.5086,0.003,80,0.4476,0.5075,0.0036,109,1033.375,204.9,1341.0,550.0671140939597,16893.08363758389,703.8784848993288,5.060044667178207,3732.491348297333,0.35927745702926545,,,
2023-12-12,00:10am,Leonardo,0.4476,0.5097,0.0036,94,0.4538,0.5091,0.0038,82,0.448,0.5102,0.0032,98.23,1274.365,201.7,1345.0,539.8661710037175,17413.982597174723,725.5826082156135,5.0869651018607325,3693.747099763115,0.3641288815052489,,,
2023-12-13,00:18am,Leonardo,0.4439,0.5125,0.005,97,0.4481,0.5171,0.0033,102,0.4432,0.5159,0.0042,109,1285.602,201.9,1346.0,540.0,13461.427800000001,560.892825,5.143797130634951,3738.717506430708,0.3600165023660758,,,
2023-12-14,00:18am,Leonardo,0.4518,0.5133,0.0036,75,0.4575,0.5092,0.003,64,0.447,0.5114,0.0033,92,1292.105,204.4,1345.0,547.09,14283.606259700002,595.1502608208334,5.09892973949741,3751.9964595117744,0.3584758180115706,,,
2023-12-15,00:18am,Leonardo,0.4512,0.5154,0.0038,107,0.4598,0.5115,0.0031,102,0.4514,0.5144,0.0035,131,1293.588,205.9,1343.0,551.9285182427401,17775.216683544306,740.6340284810127,5.128841333589103,3801.702350109587,0.35326279553718537,,,
2023-12-16,1:36am,Jason,0.4573,0.5089,0.0037,111,0.4565,0.5122,0.0031,85,0,0.5106,0.0033,116,1282.526,202.6,1322.0,551.7095310136158,16531.777481391833,688.8240617246597,5.090953314406293,3713.137709395374,0.3560331190127788,,,
2023-12-17,00:35am,Jason,0.4436,0.5082,0.004,85,0.4449,0.5132,0.0026,79,0.4453,0.5122,0.0032,97,1093.023,174.5,1125.0,558.4,17489.450960000002,728.7271233333335,5.106906164588528,3208.1584525945136,0.35066846498500903,,,
2023-12-18,01:12am,Jason,0.4502,0.5145,0.0041,93,0.4581,0.5141,0.0031,65,0.4513,0.5158,0.0036,108,1178.106,202.2,1339.0,543.629574309186,16179.362046900673,674.140085287528,5.142800077498562,3743.5470324127527,0.35768216304123773,,,
2023-12-19,11:00:00,Leonardo,0.4375,0.5104,0.0042,78,0.4455,0.5166,0.0028,112,0.4396,0.5131,0.004,101,1292.831,204.5,1346.0,546.9539375928678,15641.613682020801,651.7339034175334,5.1158796428160365,3766.310593041166,0.35737891678050676,,,
2023-12-20,01:03:00,Gustavo,0.443,0.5109,0.0045,91,0.4457,0.5216,0.0026,54,0.4437,0.5155,0.0038,73,882.629,124.8,798.0,563.0075187969924,15565.649034586462,648.5687097744359,5.1398089180893916,2309.2133507192016,0.3455722269020591,,,
2023-12-21,00:18am,Agustín,0.4529,0.5147,0.0045,112,0.4557,0.521,0.0027,129,0.4497,0.5162,0.0041,138,1353.579,209.5,1426.0,528.8920056100982,17019.45913884993,709.1441307854137,5.14678829004412,3881.707728351276,0.36736408297429496,,,
2023-12-22,00:12am,Agustín,0.458,0.5141,0.0042,149,0.4617,0.5175,0.0025,53,0.4576,0.5153,0.0033,85,1286.48,198.6,1349.0,529.9925871015568,17026.96054736842,709.4566894736842,5.137814811816612,3673.332077856405,0.3672415048266524,,,
2023-12-23,00:32am,Gustavo,0.4607,0.5083,0.0042,133,0.4648,0.5142,0.0026,152,0.4614,0.5141,0.0034,167,1297.657,200.0,1336.0,538.9221556886228,17350.000598802395,722.9166916167665,5.125850174179935,3690.6121254095533,0.36199956934020583,,,
2023-12-24,00:51am,Gustavo,0.4556,0.5036,0.0042,91,0.4625,0.5078,0.0022,148,0.4549,0.5061,0.0031,74,1305.441,206.1,1347.0,550.8240534521158,17042.88729888641,710.1203041202671,5.046085923268752,3743.993911628483,0.3597762260820853,,,
2023-12-25,00:30am,Gustavo,0.4421,0.5046,0.0042,86,0.4492,0.5085,0.0024,134,0.4443,0.5092,0.0032,93,1180.696,173.7,1127.0,554.8535936113576,16483.490685359364,686.8121118899735,5.076994570496834,3174.74624482308,0.3549890016683222,,,
2023-12-26,00:38am,Gustavo,0.4338,0.516,0.0036,124,0.441,0.519,0.0022,174,0.4342,0.5191,0.0032,153,1381.902,225.2,1501.0,540.1199200532977,16403.64181638907,683.4850756828779,5.175702830999424,4196.045799147853,0.35771773518411737,,,
2023-12-27,00:39am,Gustavo,0.4502,0.512,0.004,96,0.4548,0.5149,0.003,149,0.448,0.515,0.0035,130,1174.449,181.1,1201.0,542.8476269775188,16020.540881265611,667.5225367194005,5.134823652407443,3347.6996284235565,0.35875381106564663,,,
2023-12-28,00:41am,Gustavo,0.4447,0.5208,0.0041,65,0.4547,0.5145,0.0032,93,0.4429,0.5191,0.0037,87,1017.482,134.8,898.0,540.4008908685969,15502.31283207127,645.9297013363029,5.175702830999424,2511.6650698274007,0.3575317468828397,,,
2023-12-29,00:29am,Agustín,0.4344,0.5162,0.0046,70,0.4521,0.5126,0.0029,99,0.4352,0.5179,0.0037,87,934.785,145.4,976.0,536.3114754098361,16641.76653442623,693.4069389344263,5.163738193362747,2702.9071199337964,0.3610926889799697,,,
2023-12-30,00:15am,Agustín,0.4409,0.5081,0.0037,60,0.4409,0.5081,0.0037,60,0.4365,0.5138,0.003,82,1298.968,202.9,1347.0,542.2717149220491,16930.411624944325,705.4338177060135,5.122859014770766,3741.9411387491587,0.35997359393265865,,,
2023-12-31,00:20am,Agustín,0.4431,0.5039,0.0035,71,0.4466,0.5116,0.0022,116,0.4409,0.5088,0.0031,109,1039.564,162.0,1050.0,555.4285714285714,17825.18585142857,742.7160771428571,5.073006357951275,2958.577307957184,0.35490030873149503,,,
2024-01-01,00:19am,Agustín,0.4588,0.5077,0.0032,83,0.4561,0.5143,0.0024,111,0.4555,0.5102,0.003,124,1298.223,201.4,1345.0,539.0631970260223,17353.301422750927,723.0542259479553,5.0869651018607325,3688.2531774531058,0.3646712780516817,,,
2024-01-02,00:20am,Agustín,0.4444,0.5105,0.0037,74,0.4495,0.5129,0.0026,87,0.4442,0.5119,0.0032,77,1288.55,201.5,1343.0,540.1340282948622,17266.99381384959,719.4580755770662,5.10391500517936,3702.3799447571073,0.36273964856086827,,,
2024-01-03,02:18am,Agustín,0.4386,0.5174,0.005,73,0.4509,0.5227,0.0025,104,0.4509,0.5227,0.0025,104,1270.583,197.8,1342.0,530.6110283159464,14746.911494485845,614.4546456035769,5.211596743909457,3711.073809403046,0.36162040124334544,,,
2024-01-04,00:15am,Leonardo,0.4231,0.525,0.0048,49,0.4362,0.5267,0.0028,36,0.4236,0.5247,0.004,39,880.475,134.7,902.0,537.6053215077606,14732.353444789358,613.8480601995566,5.231537806637253,2536.877313194537,0.3555552313502168,,,
2024-01-05,00:20am,Leonardo,0.4374,0.5133,0.0036,35,0.4333,0.5214,0.0027,103,0.4321,0.5193,0.0033,59,1026.72,159.0,1049.0,545.6625357483317,17217.922959008578,717.4134566253574,5.177696937272204,2963.7137268946094,0.3539478157018715,,,
2024-01-06,00:38am,Leonardo,0.4358,0.5152,0.0038,79,0.4415,0.5166,0.0027,90,0.4355,0.5169,0.0034,93,1287.527,202.4,1342.0,542.950819672131,16901.152288524587,704.2146786885245,5.153767661998849,3755.241269238841,0.3573671846315252,,,
2024-01-07,00:41am,Leonardo,0.439,0.5085,0.0031,89,0.4419,0.51,0.0024,53,0.4365,0.511,0.0028,100,1312.107,207.5,1351.0,552.9237601776463,17894.404352331607,745.6001813471503,5.094941526951851,3805.92,0.35497330474628996,,,
2024-01-08,00:15am,Leonardo,0.4474,0.507,0.0025,92,0.4497,0.5089,0.0023,64,0.4475,0.5075,0.0023,88,1300.766,206.3,1329.0,558.8261851015802,17922.46105462754,746.7692106094809,5.060044667178207,3757.99,0.3536464971966397,,,
2024-01-09,00:15am,Leonardo,0.4357,0.5125,0.0039,104,0.4419,0.5124,0.0026,117,0.4374,0.5141,0.0032,149,1293.295,203.7,1338.0,548.0717488789237,16374.854736322866,682.2856140134528,5.125850174179935,3758.88844972963,0.3559562934346296,,,
2024-01-10,00:20am,Cristián,0.4317,0.5261,0.0045,85,0.4383,0.5312,0.0029,76,0.4311,0.5304,0.0037,97,1147.81,175.0,1201.0,524.5628642797668,15063.383930058284,627.6409970857618,5.28836983541147,3331.672996309226,0.3604795552656124,,,
2024-01-11,00:15am,Cristián,0.4261,0.5183,0.0047,70,0.4306,0.5266,0.0025,170,0.4241,0.5213,0.004,126,1231.353,138.1,898.0,553.630289532294,15359.010799109134,639.9587832962139,5.197637999999999,2584.057708079999,0.3475154588042192,,,
2024-01-12,00:20am,Cristián,0.4427,0.5115,0.0033,65,0.4464,0.5458,0.0026,153,0.4424,0.5146,0.0029,108,1307.122,203.4,1348.0,543.2047477744807,17516.131408308604,729.8388086795252,5.130835439861883,3757.002942484465,0.35879663142041146,,,
2024-01-13,00:15am,Cristián,0.4413,0.5101,0.0026,62,0.4413,0.5131,0.0023,140,0.4437,0.5149,0.0025,101,1309.571,205.9,1348.0,549.8813056379822,17740.270682492584,739.1779451038577,5.133826599271052,3805.397628443675,0.35423367847929804,,,
2024-01-14,00:15am,Cristián,0.4431,0.5145,0.0034,107,0.4523,0.5125,0.0028,105,0.4503,0.5184,0.003,130,1296.993,200.5,1347.0,535.8574610244989,17049.923412026725,710.4134755011136,5.1687234590446955,3730.7845927384615,0.36105005971713805,,,
2024-01-15,00:15am,Cristián,0.4435,0.5193,0.0031,170,0.4518,0.5131,0.0025,124,0.4484,0.5207,0.0029,131,1289.985,203.2,1349.0,542.2683469236471,17169.31124566345,715.3879685693105,5.191655681181662,3797.7999638980095,0.355205648750232,,,
2024-01-16,00:30am,Gustavo,0.4233,0.5305,0.0031,158,0.4371,0.5204,0.0024,131,0.4262,0.5272,0.0027,191,1286.266,198.1,1342.0,531.4157973174366,16529.853114456037,688.7438797690015,5.256464135046998,3748.6999625501167,0.35799077371000954,,,
2024-01-17,00:30am,Gustavo,0.4167,0.5378,0.0036,68,0.4412,0.5217,0.0025,94,0.4196,0.5357,0.0033,118,1007.443,151.1,1050.0,518.0571428571429,9415.434723428572,392.30978014285716,5.34121365164013,2905.4065779461653,0.3613952029881635,,,
2024-01-18,00:30am,Gustavo,0.44,0.5166,0.004,60,0.4383,0.5152,0.003,80,0.4307,0.5179,0.0035,56,1236.035,181.7,1200.0,545.1,8491.834899,353.826454125,5.163738193362747,3377.70442704244,0.3552708728426942,,,
2024-01-19,00:07am,Gustavo,0.4405,0.5132,0.0046,66,0.4443,0.5143,0.0037,85,0.4389,0.514,0.0042,65,1038.406,159.9,1050.0,548.2285714285714,16409.500848,683.729202,5.124853121043546,2950.070450597507,0.355923703377095,,,
2024-01-20,00:21am,Gustavo,0.452,0.5099,0.0035,116,0.4484,0.513,0.0031,108,0.4485,0.5107,0.0033,134,1182.026,184.0,1201.0,551.5403830141548,16623.23410491257,692.6347543713572,5.091950367542682,3372.9079234602727,0.3560725721702749,,,
2024-01-21,00:20am,Gustavo,0.4336,0.5239,0.0037,152,0.4404,0.5153,0.0032,96,0.4281,0.5203,0.0035,127,1220.799,188.2,1274.0,531.8053375196232,16629.797534693877,692.9082306122449,5.187667468636103,3514.7484633503323,0.36247259605758425,,,
2024-01-22,00:18am,Agustín,0.4386,0.5215,0.0033,77,0.4447,0.5128,0.0037,84,0.4342,0.5197,0.0033,80,1280.697,198.6,1346.0,531.1738484398218,17117.544698959882,713.2310291233284,5.181685149817764,3704.697614713709,0.3633225002370446,,,
2024-01-23,00:19am,Agustín,0.4386,0.524,0.0037,114,0.4489,0.5139,0.0035,92,0.4387,0.521,0.0034,110,1278.658,197.1,1342.0,528.7332339791357,16504.117095380032,687.6715456408347,5.194646840590831,3685.9136122096297,0.3640888369045357,,,
2024-01-24,00:19am,Agustín,0.4297,0.5294,0.0041,65,0.4438,0.5202,0.0033,95,0.4313,0.5288,0.0037,74,1156.835,173.3,1200.0,519.9000000000001,15077.859054000002,628.2441272500001,5.272416985229235,3289.355508744816,0.3648131060354457,,,
2024-01-25,00:15am,Agustín,0.4349,0.5229,0.0041,55,0.4409,0.5192,0.0029,87,0.4305,0.512,0.0039,78,884.702,134.7,903.0,537.0099667774086,15559.375108305649,648.307296179402,5.104912058315748,2475.4739553184727,0.3647786307991384,,,
2024-01-26,00:14am,Agustín,0.4297,0.5518,0.0005,140,0.4483,0.5363,0.0004,135,0.4305,0.551,0.0003,163,1237.362,185.6,1343.0,497.5130305286671,14414.987322710349,600.6244717795979,5.493762781507769,3670.712540092231,0.36586902006939925,,,
2024-01-27,00:27am,Agustín,0.4241,0.5338,0.0031,59,0.4422,0.5215,0.0026,78,0.4272,0.5326,0.0029,48,1278.547,194.2,1347.0,519.0200445434299,14643.730150556794,610.1554229398664,5.3103050044120454,3712.5404346845494,0.3628243311279795,,,
